#2023/06/06 09:00:00
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
523.44060,0.05530,-0.08943,0.00000,0.03038,0.97673,-0.19203,0.0
523.44070,-0.04970,0.06807,0.00000,0.03294,0.97868,-0.19032,0.0
523.44080,-0.17220,0.06807,0.00000,0.03148,0.97649,-0.19203,0.0
523.44090,-0.08470,-0.01943,0.00000,0.03343,0.97685,-0.19349,0.0
523.44100,0.02030,0.08557,0.00000,0.03282,0.97771,-0.19154,0.0
523.44110,-0.10220,-0.03693,0.00000,0.03221,0.97698,-0.19093,0.0
523.44120,0.07280,0.03307,0.00000,0.03184,0.97734,-0.19435,0.0
523.44130,-0.04970,0.10307,0.00000,0.03074,0.97515,-0.19142,0.0
523.44140,-0.04970,0.12057,0.00000,0.03111,0.97868,-0.19008,0.0
523.44150,-0.20720,0.26057,0.00000,0.03221,0.97771,-0.19044,0.0
523.44160,0.05530,-0.05443,0.00000,0.03306,0.97637,-0.19203,0.0
523.44170,-0.17220,0.06807,0.00000,0.03282,0.97673,-0.19081,0.0
523.44180,0.03780,0.01558,0.00000,0.03196,0.97685,-0.19361,0.0
523.44190,0.02030,0.17307,0.00000,0.03392,0.97637,-0.19374,0.0
523.44200,-0.13720,-0.08943,0.00000,0.03148,0.97637,-0.19300,0.0
523.44210,-0.03220,-0.07193,0.00000,0.03331,0.97698,-0.18922,0.0
523.44220,-0.03220,0.03307,0.00000,0.03221,0.97563,-0.19252,0.0
523.44230,0.07280,-0.07193,0.00000,0.03233,0.97612,-0.19264,0.0
523.44240,-0.10220,-0.10693,0.00000,0.03184,0.97783,-0.19178,0.0
523.44250,-0.04970,0.19057,0.00000,0.03245,0.97685,-0.19142,0.0
523.44260,-0.17220,0.17307,0.00000,0.03050,0.97832,-0.19386,0.0
523.44270,0.12530,0.03307,0.00000,0.03087,0.97600,-0.19264,0.0
523.44280,-0.15470,-0.17693,0.00000,0.03184,0.97502,-0.19374,0.0
523.44290,-0.03220,-0.07193,0.00000,0.03074,0.97539,-0.19081,0.0
523.44300,-0.22470,0.03307,0.00000,0.03135,0.97502,-0.19288,0.0
523.44310,-0.22470,0.10307,0.00000,0.03111,0.97673,-0.19264,0.0
523.44320,-0.04970,-0.01943,0.00000,0.03099,0.97722,-0.19337,0.0
523.44330,0.02030,0.12057,0.00000,0.03453,0.97502,-0.19154,0.0
523.44340,0.09030,0.08557,0.00000,0.03331,0.97746,-0.19410,0.0
523.44350,0.02030,0.05057,0.00000,0.03282,0.97612,-0.19227,0.0
523.44360,-0.13720,0.01558,0.00000,0.03282,0.97466,-0.19178,0.0
523.44370,-0.08470,0.03307,0.00000,0.03233,0.97820,-0.19410,0.0
523.44380,-0.03220,-0.00192,0.00000,0.03331,0.97637,-0.19166,0.0
523.44390,-0.20720,0.05057,0.00000,0.03099,0.97454,-0.19398,0.0
523.44400,0.09030,0.12057,0.00000,0.03306,0.97942,-0.19191,0.0
523.44410,0.03780,0.12057,0.00000,0.03416,0.97746,-0.19191,0.0
523.44420,-0.03220,-0.05443,0.00000,0.03062,0.97673,-0.19349,0.0
523.44430,-0.04970,0.05057,0.00000,0.03038,0.97478,-0.19227,0.0
523.44440,0.00280,-0.05443,0.00000,0.03099,0.97588,-0.19471,0.0
523.44450,0.05530,-0.03693,0.00000,0.03428,0.97783,-0.19239,0.0
523.44460,0.02030,-0.03693,0.00000,0.03123,0.97820,-0.19264,0.0
523.44470,-0.11970,0.15557,0.00000,0.03172,0.97893,-0.19386,0.0
523.44480,-0.06720,0.08557,0.00000,0.03331,0.97685,-0.19264,0.0
523.44490,-0.18970,0.26057,0.00000,0.03209,0.97771,-0.19105,0.0
523.44500,-0.03220,0.03307,0.00000,0.03087,0.97661,-0.19374,0.0
523.44510,-0.11970,0.12057,0.00000,0.03111,0.97429,-0.19386,0.0
523.44520,-0.18970,0.22558,0.00000,0.03428,0.97978,-0.19325,0.0
523.44530,-0.03220,0.13807,0.00000,0.03172,0.97637,-0.19288,0.0
523.44540,-0.18970,0.10307,0.00000,0.03172,0.97734,-0.19471,0.0
523.44550,-0.17220,0.03307,0.00000,0.03367,0.97539,-0.19191,0.0
523.44560,0.00280,0.19057,0.00000,0.02965,0.97661,-0.19130,0.0
