#2023/06/08 15:47:04
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
5.27020,-0.11847,0.08295,0.00000,0.03160,0.97637,-0.18068,2023,6,8,15,47,5,758
5.27030,-0.08347,-0.10955,0.00000,0.03233,0.97710,-0.17995,2023,6,8,15,47,5,769
5.27040,-0.08347,0.11795,0.00000,0.03099,0.97405,-0.18215,2023,6,8,15,47,5,780
5.27050,-0.03097,-0.21455,0.00000,0.03221,0.97637,-0.18080,2023,6,8,15,47,5,791
5.27060,-0.06597,0.10045,0.00000,0.03196,0.97795,-0.18007,2023,6,8,15,47,5,802
5.27070,0.12653,0.01295,0.00000,0.03318,0.97759,-0.18154,2023,6,8,15,47,5,813
5.27080,-0.06597,0.27545,0.00000,0.03489,0.97783,-0.18190,2023,6,8,15,47,5,824
5.27090,-0.06597,0.06545,0.00000,0.03367,0.97588,-0.18141,2023,6,8,15,47,5,835
5.27100,0.03903,-0.09205,0.00000,0.03318,0.97624,-0.17971,2023,6,8,15,47,5,846
5.27110,-0.04847,0.06545,0.00000,0.03050,0.97539,-0.18019,2023,6,8,15,47,5,858
5.27120,0.00403,0.10045,0.00000,0.03379,0.97917,-0.17727,2023,6,8,15,47,5,869
5.27130,0.10903,-0.14455,0.00000,0.03148,0.97844,-0.17897,2023,6,8,15,47,5,880
5.27140,0.03903,-0.05705,0.00000,0.03343,0.97490,-0.18068,2023,6,8,15,47,5,891
5.27150,0.19653,0.18795,0.00000,0.03343,0.97612,-0.17934,2023,6,8,15,47,5,902
5.27160,0.02153,-0.09205,0.00000,0.03074,0.97685,-0.18093,2023,6,8,15,47,5,913
5.27170,-0.11847,-0.16205,0.00000,0.03123,0.97441,-0.18215,2023,6,8,15,47,5,924
5.27180,-0.18847,0.11795,0.00000,0.03038,0.97661,-0.18019,2023,6,8,15,47,5,935
5.27190,0.05653,-0.12705,0.00000,0.03233,0.97710,-0.18056,2023,6,8,15,47,5,946
5.27200,0.07403,-0.02205,0.00000,0.03245,0.97698,-0.18093,2023,6,8,15,47,5,958
5.27210,-0.08347,-0.00455,0.00000,0.03343,0.97698,-0.17910,2023,6,8,15,47,5,969
5.27220,-0.01347,0.01295,0.00000,0.03428,0.97624,-0.17934,2023,6,8,15,47,5,980
5.27230,0.00403,0.04795,0.00000,0.03440,0.97576,-0.18019,2023,6,8,15,47,5,991
5.27240,-0.06597,0.03045,0.00000,0.03221,0.97649,-0.18129,2023,6,8,15,47,5,2
5.27250,-0.03097,0.15295,0.00000,0.03196,0.97673,-0.17910,2023,6,8,15,47,5,13
5.27260,-0.13597,0.06545,0.00000,0.03184,0.97942,-0.18215,2023,6,8,15,47,5,24
5.27270,-0.03097,0.11795,0.00000,0.03294,0.97698,-0.17751,2023,6,8,15,47,5,35
5.27280,0.12653,0.06545,0.00000,0.03270,0.97698,-0.17885,2023,6,8,15,47,5,46
5.27290,-0.13597,0.10045,0.00000,0.03245,0.97563,-0.18068,2023,6,8,15,47,6,8
5.27300,-0.08347,-0.07455,0.00000,0.03221,0.97807,-0.17910,2023,6,8,15,47,6,19
5.27310,0.09153,-0.10955,0.00000,0.03221,0.97990,-0.17958,2023,6,8,15,47,6,30
5.27320,0.07403,0.03045,0.00000,0.03184,0.97624,-0.18019,2023,6,8,15,47,6,41
5.27330,0.14403,-0.24955,0.00000,0.03306,0.97759,-0.18190,2023,6,8,15,47,6,52
5.27340,0.00403,-0.12705,0.00000,0.03331,0.97893,-0.17983,2023,6,8,15,47,6,63
5.27350,-0.11847,0.18795,0.00000,0.03196,0.97539,-0.17983,2023,6,8,15,47,6,74
5.27360,0.05653,0.13545,0.00000,0.03245,0.97783,-0.18068,2023,6,8,15,47,6,85
5.27370,0.05653,0.06545,0.00000,0.03404,0.97771,-0.17934,2023,6,8,15,47,6,96
5.27380,0.10903,-0.05705,0.00000,0.03184,0.97539,-0.17861,2023,6,8,15,47,6,108
5.27390,-0.06597,0.03045,0.00000,0.03135,0.97734,-0.17910,2023,6,8,15,47,6,119
5.27400,-0.10097,0.10045,0.00000,0.03306,0.97698,-0.18154,2023,6,8,15,47,6,130
5.27410,0.00403,-0.03955,0.00000,0.03099,0.97759,-0.17873,2023,6,8,15,47,6,141
5.27420,0.00403,-0.00455,0.00000,0.03221,0.97722,-0.17946,2023,6,8,15,47,6,152
5.27430,-0.04847,0.11795,0.00000,0.03270,0.97685,-0.18019,2023,6,8,15,47,6,163
5.27440,0.07403,-0.02205,0.00000,0.03233,0.97588,-0.17836,2023,6,8,15,47,6,174
5.27450,0.03903,0.29295,0.00000,0.03123,0.97807,-0.17971,2023,6,8,15,47,6,185
5.27460,-0.15347,0.15295,0.00000,0.03294,0.97990,-0.17934,2023,6,8,15,47,6,196
5.27470,0.00403,-0.12705,0.00000,0.03148,0.97673,-0.17836,2023,6,8,15,47,6,208
5.27480,-0.06597,0.10045,0.00000,0.03367,0.97563,-0.18154,2023,6,8,15,47,6,219
5.27490,-0.15347,-0.03955,0.00000,0.03135,0.97710,-0.18093,2023,6,8,15,47,6,230
5.27500,-0.11847,-0.14455,0.00000,0.03233,0.97637,-0.17885,2023,6,8,15,47,6,241
5.27510,0.14403,-0.09205,0.00000,0.03233,0.97612,-0.17983,2023,6,8,15,47,6,252
5.27520,-0.08347,-0.05705,0.00000,0.03233,0.97734,-0.17763,2023,6,8,15,47,6,263
