#2023/06/09 17:53:09
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
13.67800,3.22000,-4.69000,0.00000,0.01537,0.96441,-0.22753,2023,6,9,17,53,9,247
13.67810,3.23750,-4.56750,0.00000,0.01232,0.96661,-0.23082,2023,6,9,17,53,9,258
13.67820,3.25500,-4.81250,0.00000,0.01183,0.96539,-0.23241,2023,6,9,17,53,9,269
13.67830,2.71250,-4.72500,0.00000,0.01354,0.96770,-0.22838,2023,6,9,17,53,9,280
13.67840,2.52000,-4.65500,0.00000,0.01513,0.96697,-0.22851,2023,6,9,17,53,9,291
13.67850,2.69500,-4.72500,0.00000,0.01415,0.96685,-0.23180,2023,6,9,17,53,9,302
13.67860,2.92250,-4.48000,0.00000,0.01159,0.96478,-0.22741,2023,6,9,17,53,9,313
13.67870,3.09750,-4.65500,0.00000,0.01488,0.96600,-0.22875,2023,6,9,17,53,9,324
13.67880,3.15000,-4.27000,0.00000,0.01452,0.96258,-0.22997,2023,6,9,17,53,9,335
13.67890,2.88750,-4.53250,0.00000,0.01342,0.96648,-0.23253,2023,6,9,17,53,9,346
13.67900,2.64250,-4.63750,0.00000,0.01366,0.96307,-0.22985,2023,6,9,17,53,9,358
13.67910,2.80000,-4.44500,0.00000,0.01232,0.96795,-0.23082,2023,6,9,17,53,9,369
13.67920,2.97500,-4.58500,0.00000,0.01342,0.96624,-0.22924,2023,6,9,17,53,9,380
13.67930,3.27250,-4.67250,0.00000,0.01257,0.96417,-0.22997,2023,6,9,17,53,9,391
13.67940,2.88750,-4.46250,0.00000,0.01415,0.96502,-0.22851,2023,6,9,17,53,9,402
13.67950,2.90500,-4.46250,0.00000,0.01391,0.96417,-0.23058,2023,6,9,17,53,9,413
13.67960,2.48500,-4.67250,0.00000,0.01452,0.96587,-0.22985,2023,6,9,17,53,9,424
13.67970,2.73000,-4.56750,0.00000,0.01159,0.96905,-0.23095,2023,6,9,17,53,9,435
13.67980,3.11500,-4.58500,0.00000,0.01586,0.96575,-0.22790,2023,6,9,17,53,9,446
13.67990,3.18500,-4.65500,0.00000,0.01427,0.96709,-0.23034,2023,6,9,17,53,9,458
13.68000,3.25500,-4.63750,0.00000,0.01318,0.96417,-0.22875,2023,6,9,17,53,9,469
13.68010,2.85250,-4.53250,0.00000,0.01476,0.96636,-0.23082,2023,6,9,17,53,9,480
13.68020,2.76500,-4.56750,0.00000,0.01366,0.96624,-0.23034,2023,6,9,17,53,9,491
13.68030,2.43250,-4.44500,0.00000,0.01257,0.96514,-0.22899,2023,6,9,17,53,9,502
13.68040,2.87000,-4.56750,0.00000,0.01354,0.96502,-0.22960,2023,6,9,17,53,9,513
13.68050,3.02750,-4.42750,0.00000,0.01586,0.96404,-0.23119,2023,6,9,17,53,9,524
13.68060,3.02750,-4.49750,0.00000,0.01293,0.96465,-0.22826,2023,6,9,17,53,9,535
13.68070,2.94000,-4.58500,0.00000,0.01488,0.96563,-0.23082,2023,6,9,17,53,9,546
13.68080,2.85250,-4.72500,0.00000,0.01501,0.96502,-0.23119,2023,6,9,17,53,9,558
13.68090,2.78250,-4.56750,0.00000,0.01281,0.96636,-0.22936,2023,6,9,17,53,9,569
13.68100,2.46750,-4.60250,0.00000,0.01330,0.96587,-0.22997,2023,6,9,17,53,9,580
13.68110,2.88750,-4.63750,0.00000,0.01501,0.96539,-0.23034,2023,6,9,17,53,9,591
13.68120,3.09750,-4.76000,0.00000,0.01244,0.96478,-0.22924,2023,6,9,17,53,9,602
13.68130,3.11500,-4.46250,0.00000,0.01513,0.96404,-0.22887,2023,6,9,17,53,9,613
13.68140,2.97500,-4.69000,0.00000,0.01330,0.96648,-0.23217,2023,6,9,17,53,9,624
13.68150,2.80000,-4.77750,0.00000,0.01391,0.96612,-0.23339,2023,6,9,17,53,9,635
13.68160,2.78250,-4.41000,0.00000,0.01330,0.96563,-0.22997,2023,6,9,17,53,9,646
13.68170,2.81750,-4.55000,0.00000,0.01452,0.96734,-0.22899,2023,6,9,17,53,9,658
13.68180,3.11500,-4.74250,0.00000,0.01476,0.96612,-0.22899,2023,6,9,17,53,9,669
13.68190,3.41250,-4.58500,0.00000,0.01476,0.96575,-0.23168,2023,6,9,17,53,9,680
