#2023/06/09 18:16:23
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
0.48390,2.99250,-4.56750,0.00000,0.00976,0.96844,-0.22436,2023,6,9,18,16,23,452
0.48400,3.02750,-4.46250,0.00000,0.01122,0.96673,-0.22375,2023,6,9,18,16,23,463
0.48410,3.22000,-4.76000,0.00000,0.01074,0.96648,-0.22716,2023,6,9,18,16,23,474
0.48420,3.08000,-4.63750,0.00000,0.01037,0.96636,-0.22680,2023,6,9,18,16,23,485
0.48430,3.02750,-4.74250,0.00000,0.00988,0.96429,-0.22655,2023,6,9,18,16,23,496
0.48440,2.95750,-4.53250,0.00000,0.01159,0.96465,-0.22485,2023,6,9,18,16,23,507
0.48450,2.46750,-4.48000,0.00000,0.01171,0.96673,-0.22753,2023,6,9,18,16,23,518
0.48460,2.71250,-4.46250,0.00000,0.01025,0.96685,-0.22643,2023,6,9,18,16,23,529
0.48470,2.73000,-4.53250,0.00000,0.01281,0.96734,-0.22558,2023,6,9,18,16,23,540
0.48480,3.09750,-4.62000,0.00000,0.01147,0.96941,-0.22509,2023,6,9,18,16,23,551
0.48490,3.09750,-4.49750,0.00000,0.01098,0.96636,-0.22363,2023,6,9,18,16,23,563
0.48500,3.09750,-4.62000,0.00000,0.01318,0.96697,-0.22668,2023,6,9,18,16,23,574
0.48510,3.06250,-4.70750,0.00000,0.01159,0.96709,-0.22631,2023,6,9,18,16,23,585
0.48520,2.99250,-4.62000,0.00000,0.01208,0.96734,-0.22533,2023,6,9,18,16,23,596
0.48530,2.81750,-4.65500,0.00000,0.01074,0.96770,-0.22497,2023,6,9,18,16,23,607
0.48540,2.64250,-4.60250,0.00000,0.01061,0.96685,-0.22680,2023,6,9,18,16,23,618
0.48550,2.99250,-4.56750,0.00000,0.00939,0.96612,-0.22375,2023,6,9,18,16,23,629
0.48560,2.85250,-4.39250,0.00000,0.01269,0.96978,-0.22411,2023,6,9,18,16,23,640
0.48570,3.02750,-4.56750,0.00000,0.00988,0.96856,-0.22363,2023,6,9,18,16,23,651
0.48580,3.02750,-4.56750,0.00000,0.00976,0.96795,-0.22509,2023,6,9,18,16,23,663
0.48590,2.94000,-4.55000,0.00000,0.01196,0.96734,-0.22472,2023,6,9,18,16,23,674
0.48600,3.01000,-4.63750,0.00000,0.01061,0.96795,-0.22643,2023,6,9,18,16,23,685
0.48610,2.81750,-4.65500,0.00000,0.01098,0.96587,-0.22619,2023,6,9,18,16,23,696
0.48620,3.01000,-4.74250,0.00000,0.01086,0.96868,-0.22607,2023,6,9,18,16,23,707
0.48630,2.97500,-4.67250,0.00000,0.01183,0.97027,-0.22777,2023,6,9,18,16,23,718
0.48640,3.06250,-4.63750,0.00000,0.01220,0.96819,-0.22607,2023,6,9,18,16,23,729
0.48650,2.88750,-4.46250,0.00000,0.01220,0.96868,-0.22472,2023,6,9,18,16,23,740
0.48660,2.66000,-4.53250,0.00000,0.01086,0.96795,-0.22570,2023,6,9,18,16,23,751
0.48670,2.81750,-4.62000,0.00000,0.01220,0.96587,-0.22594,2023,6,9,18,16,23,763
0.48680,2.76500,-4.46250,0.00000,0.01257,0.96697,-0.22802,2023,6,9,18,16,23,774
0.48690,2.92250,-4.72500,0.00000,0.01244,0.96636,-0.22594,2023,6,9,18,16,23,785
0.48700,2.80000,-4.55000,0.00000,0.01208,0.96575,-0.22497,2023,6,9,18,16,23,796
0.48710,2.97500,-4.51500,0.00000,0.00842,0.96758,-0.22558,2023,6,9,18,16,23,807
0.48720,3.06250,-4.55000,0.00000,0.01135,0.96770,-0.22521,2023,6,9,18,16,23,818
0.48730,3.09750,-4.60250,0.00000,0.01196,0.96966,-0.22704,2023,6,9,18,16,23,829
0.48740,2.64250,-4.53250,0.00000,0.01159,0.96648,-0.22668,2023,6,9,18,16,23,840
0.48750,2.97500,-4.35750,0.00000,0.01159,0.96795,-0.22619,2023,6,9,18,16,23,851
0.48760,2.85250,-4.41000,0.00000,0.01208,0.96807,-0.22594,2023,6,9,18,16,23,863
0.48770,2.88750,-4.53250,0.00000,0.00988,0.96880,-0.22668,2023,6,9,18,16,23,874
0.48780,2.81750,-4.91750,0.00000,0.01147,0.96722,-0.22533,2023,6,9,18,16,23,885
0.48790,2.94000,-4.55000,0.00000,0.01025,0.96783,-0.22607,2023,6,9,18,16,23,896
0.48800,3.01000,-4.58500,0.00000,0.01257,0.96612,-0.22582,2023,6,9,18,16,23,907
0.48810,2.99250,-4.37500,0.00000,0.01183,0.96722,-0.22668,2023,6,9,18,16,23,918
0.48820,3.02750,-4.46250,0.00000,0.01122,0.96502,-0.22546,2023,6,9,18,16,23,929
0.48830,2.88750,-4.63750,0.00000,0.01025,0.96746,-0.22802,2023,6,9,18,16,23,940
0.48840,3.01000,-4.53250,0.00000,0.00952,0.96807,-0.22668,2023,6,9,18,16,23,951
0.48850,2.90500,-4.49750,0.00000,0.01122,0.96722,-0.22424,2023,6,9,18,16,23,963
0.48860,3.01000,-4.97000,0.00000,0.01074,0.96697,-0.22497,2023,6,9,18,16,23,974
0.48870,3.02750,-4.48000,0.00000,0.01220,0.96563,-0.22704,2023,6,9,18,16,23,985
0.48880,2.94000,-4.69000,0.00000,0.01135,0.96917,-0.22594,2023,6,9,18,16,23,996
0.48890,2.95750,-4.60250,0.00000,0.01110,0.96734,-0.22668,2023,6,9,18,16,23,7
0.48900,2.94000,-4.53250,0.00000,0.01366,0.96722,-0.22643,2023,6,9,18,16,23,18
0.48910,2.94000,-4.58500,0.00000,0.01037,0.96636,-0.22594,2023,6,9,18,16,23,29
0.48920,2.88750,-4.55000,0.00000,0.01171,0.96612,-0.22851,2023,6,9,18,16,23,40
0.48930,2.67750,-4.42750,0.00000,0.01318,0.96587,-0.22729,2023,6,9,18,16,23,51
0.48940,2.85250,-4.65500,0.00000,0.01232,0.96795,-0.22509,2023,6,9,18,16,23,63
0.48950,2.87000,-4.49750,0.00000,0.01098,0.96600,-0.22680,2023,6,9,18,16,23,74
0.48960,3.01000,-4.53250,0.00000,0.01110,0.96856,-0.22594,2023,6,9,18,16,23,85
0.48970,2.94000,-4.48000,0.00000,0.01452,0.96795,-0.22655,2023,6,9,18,16,23,96
0.48980,2.92250,-4.63750,0.00000,0.01122,0.96697,-0.22790,2023,6,9,18,16,23,107
0.48990,2.92250,-4.56750,0.00000,0.01305,0.96783,-0.22631,2023,6,9,18,16,23,118
0.49000,2.76500,-4.39250,0.00000,0.01122,0.96844,-0.22704,2023,6,9,18,16,23,129
0.49010,2.97500,-4.60250,0.00000,0.01098,0.96575,-0.22631,2023,6,9,18,16,23,140
0.49020,2.94000,-4.69000,0.00000,0.01122,0.96661,-0.22851,2023,6,9,18,16,23,151
0.49030,2.64250,-4.34000,0.00000,0.01122,0.96478,-0.22485,2023,6,9,18,16,23,163
0.49040,2.88750,-4.42750,0.00000,0.01269,0.96844,-0.22631,2023,6,9,18,16,23,174
0.49050,2.95750,-4.55000,0.00000,0.00976,0.96551,-0.22631,2023,6,9,18,16,23,185
0.49060,3.18500,-4.70750,0.00000,0.01293,0.96734,-0.22607,2023,6,9,18,16,23,196
0.49070,3.18500,-4.74250,0.00000,0.01074,0.96490,-0.22692,2023,6,9,18,16,23,207
0.49080,2.95750,-4.58500,0.00000,0.00964,0.96844,-0.22863,2023,6,9,18,16,23,218
0.49090,2.88750,-4.62000,0.00000,0.00891,0.96612,-0.22802,2023,6,9,18,16,23,229
