#2023/06/09 17:07:05
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
0.69640,2.81750,-4.49750,0.00000,0.02062,0.97344,-0.20667,2023,6,9,17,7,5,490
0.69650,3.04500,-4.81250,0.00000,0.02050,0.97271,-0.20679,2023,6,9,17,7,5,501
0.69660,2.85250,-4.46250,0.00000,0.01818,0.96966,-0.20679,2023,6,9,17,7,5,512
0.69670,2.92250,-4.58500,0.00000,0.01940,0.97344,-0.20667,2023,6,9,17,7,5,523
0.69680,2.94000,-4.70750,0.00000,0.02159,0.97185,-0.20777,2023,6,9,17,7,5,534
0.69690,2.81750,-4.62000,0.00000,0.02062,0.97088,-0.20789,2023,6,9,17,7,5,545
0.69700,2.88750,-4.60250,0.00000,0.02367,0.97063,-0.20508,2023,6,9,17,7,5,556
0.69710,3.02750,-4.56750,0.00000,0.02294,0.97149,-0.20557,2023,6,9,17,7,5,567
0.69720,2.71250,-4.63750,0.00000,0.02184,0.97173,-0.20557,2023,6,9,17,7,5,578
0.69730,2.83500,-4.41000,0.00000,0.02013,0.97271,-0.20703,2023,6,9,17,7,5,589
0.69740,2.83500,-4.77750,0.00000,0.02281,0.97027,-0.20655,2023,6,9,17,7,5,601
0.69750,2.74750,-4.53250,0.00000,0.02062,0.97149,-0.20667,2023,6,9,17,7,5,612
0.69760,2.83500,-4.60250,0.00000,0.02159,0.97027,-0.20667,2023,6,9,17,7,5,623
0.69770,2.73000,-4.55000,0.00000,0.02013,0.97088,-0.20594,2023,6,9,17,7,5,634
0.69780,2.87000,-4.65500,0.00000,0.02318,0.97124,-0.20362,2023,6,9,17,7,5,645
0.69790,2.80000,-4.48000,0.00000,0.01976,0.97039,-0.20886,2023,6,9,17,7,5,656
0.69800,2.92250,-4.44500,0.00000,0.01989,0.97185,-0.20655,2023,6,9,17,7,5,667
0.69810,2.80000,-4.53250,0.00000,0.02050,0.97222,-0.20581,2023,6,9,17,7,5,678
0.69820,2.87000,-4.49750,0.00000,0.01964,0.97185,-0.20642,2023,6,9,17,7,5,689
0.69830,2.88750,-4.56750,0.00000,0.02135,0.96856,-0.20862,2023,6,9,17,7,5,701
0.69840,2.92250,-4.67250,0.00000,0.01964,0.97344,-0.20789,2023,6,9,17,7,5,712
0.69850,2.88750,-4.76000,0.00000,0.02025,0.97283,-0.20716,2023,6,9,17,7,5,723
0.69860,2.83500,-4.69000,0.00000,0.01940,0.97197,-0.20703,2023,6,9,17,7,5,734
0.69870,2.83500,-4.72500,0.00000,0.01891,0.97478,-0.20679,2023,6,9,17,7,5,745
0.69880,2.88750,-4.63750,0.00000,0.01952,0.97319,-0.20923,2023,6,9,17,7,5,756
0.69890,3.01000,-4.70750,0.00000,0.01818,0.97075,-0.20679,2023,6,9,17,7,5,767
0.69900,2.85250,-4.76000,0.00000,0.01854,0.97075,-0.20630,2023,6,9,17,7,5,778
0.69910,2.95750,-4.51500,0.00000,0.02233,0.97173,-0.20533,2023,6,9,17,7,5,789
0.69920,2.97500,-4.76000,0.00000,0.02111,0.97295,-0.20606,2023,6,9,17,7,5,801
0.69930,2.81750,-4.55000,0.00000,0.02037,0.97197,-0.20960,2023,6,9,17,7,5,812
0.69940,2.90500,-4.69000,0.00000,0.01940,0.97088,-0.20716,2023,6,9,17,7,5,823
0.69950,2.59000,-4.27000,0.00000,0.02062,0.97002,-0.20752,2023,6,9,17,7,5,834
