#2023/06/08 10:38:33
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
509.88890,0.04025,0.10518,0.00000,0.02013,0.97295,-0.20179,0.0,2023,6,8,10,38,34,120
509.88900,0.04025,-0.15732,0.00000,0.01732,0.97393,-0.20203,0.0,2023,6,8,10,38,34,130
509.88910,-0.09975,0.10518,0.00000,0.01976,0.97210,-0.20081,0.0,2023,6,8,10,38,34,140
509.88920,-0.18725,0.19268,0.00000,0.01879,0.97441,-0.20313,0.0,2023,6,8,10,38,34,150
509.88930,-0.09975,0.00018,0.00000,0.01623,0.97502,-0.20362,0.0,2023,6,8,10,38,34,160
509.88940,0.14525,-0.12232,0.00000,0.01842,0.97380,-0.20081,0.0,2023,6,8,10,38,34,170
509.88950,0.00525,0.08768,0.00000,0.01793,0.97405,-0.20325,0.0,2023,6,8,10,38,34,180
509.88960,0.12775,0.19268,0.00000,0.01769,0.97332,-0.20167,0.0,2023,6,8,10,38,34,190
509.88970,-0.09975,-0.13982,0.00000,0.01610,0.97197,-0.20228,0.0,2023,6,8,10,38,34,200
509.88980,-0.11725,0.05268,0.00000,0.01806,0.97197,-0.20130,0.0,2023,6,8,10,38,34,210
509.88990,0.23275,-0.08732,0.00000,0.01757,0.97307,-0.20459,0.0,2023,6,8,10,38,34,220
509.89000,-0.08225,0.14018,0.00000,0.01781,0.97295,-0.20240,0.0,2023,6,8,10,38,34,230
509.89010,-0.15225,0.08768,0.00000,0.01818,0.97490,-0.20264,0.0,2023,6,8,10,38,34,240
509.89020,-0.01225,0.17518,0.00000,0.02074,0.97380,-0.20167,0.0,2023,6,8,10,38,34,250
509.89030,0.19775,-0.03482,0.00000,0.02062,0.97429,-0.20252,0.0,2023,6,8,10,38,34,260
509.89040,0.00525,0.07018,0.00000,0.01720,0.97307,-0.20093,0.0,2023,6,8,10,38,34,270
509.89050,-0.13475,0.14018,0.00000,0.01842,0.97246,-0.20276,0.0,2023,6,8,10,38,34,280
509.89060,-0.16975,0.10518,0.00000,0.01720,0.97527,-0.20386,0.0,2023,6,8,10,38,34,290
509.89070,-0.15225,0.14018,0.00000,0.02001,0.97112,-0.20167,0.0,2023,6,8,10,38,34,300
509.89080,-0.18725,0.03518,0.00000,0.01745,0.97576,-0.20228,0.0,2023,6,8,10,38,34,310
509.89090,-0.04725,0.05268,0.00000,0.01928,0.97283,-0.20167,0.0,2023,6,8,10,38,34,320
509.89100,0.11025,-0.03482,0.00000,0.01964,0.97307,-0.20411,0.0,2023,6,8,10,38,34,330
509.89110,-0.08225,0.14018,0.00000,0.01830,0.97295,-0.20093,0.0,2023,6,8,10,38,34,340
509.89120,-0.13475,0.19268,0.00000,0.01769,0.96990,-0.20203,0.0,2023,6,8,10,38,34,350
