#2023/06/08 13:58:49
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
1.30600,-0.02205,-0.20650,0.00000,0.03062,0.97649,-0.18886,2023,6,8,13,58,50,64
1.30610,-0.07455,0.23100,0.00000,0.03135,0.97380,-0.19008,2023,6,8,13,58,50,75
1.30620,-0.00455,0.19600,0.00000,0.03013,0.97454,-0.18837,2023,6,8,13,58,50,86
1.30630,0.04795,-0.03150,0.00000,0.03013,0.97502,-0.18849,2023,6,8,13,58,50,97
1.30640,-0.02205,0.09100,0.00000,0.03160,0.97502,-0.18825,2023,6,8,13,58,50,108
1.30650,0.13545,0.02100,0.00000,0.02977,0.97710,-0.18983,2023,6,8,13,58,50,119
1.30660,-0.07455,-0.03150,0.00000,0.03087,0.97478,-0.18886,2023,6,8,13,58,50,130
1.30670,-0.21455,0.12600,0.00000,0.02952,0.97515,-0.18800,2023,6,8,13,58,50,141
1.30680,0.04795,0.00350,0.00000,0.03294,0.97527,-0.18995,2023,6,8,13,58,50,152
1.30690,0.13545,0.21350,0.00000,0.03294,0.97649,-0.18788,2023,6,8,13,58,50,164
1.30700,0.15295,0.02100,0.00000,0.03062,0.97563,-0.18898,2023,6,8,13,58,50,175
1.30710,0.15295,-0.17150,0.00000,0.03392,0.97380,-0.18910,2023,6,8,13,58,50,186
1.30720,0.17045,-0.01400,0.00000,0.03184,0.97563,-0.18922,2023,6,8,13,58,50,197
1.30730,-0.10955,0.07350,0.00000,0.02916,0.97539,-0.18751,2023,6,8,13,58,50,208
1.30740,-0.07455,0.10850,0.00000,0.03270,0.97393,-0.18727,2023,6,8,13,58,50,219
1.30750,0.01295,-0.03150,0.00000,0.03074,0.97661,-0.18922,2023,6,8,13,58,50,230
1.30760,-0.02205,-0.13650,0.00000,0.03148,0.97295,-0.18861,2023,6,8,13,58,50,241
1.30770,-0.05705,0.16100,0.00000,0.03172,0.97515,-0.18727,2023,6,8,13,58,50,252
1.30780,0.06545,0.03850,0.00000,0.03148,0.97478,-0.19203,2023,6,8,13,58,50,264
1.30790,0.03045,0.02100,0.00000,0.03123,0.97698,-0.19105,2023,6,8,13,58,50,275
1.30800,-0.03955,0.10850,0.00000,0.02965,0.97576,-0.18995,2023,6,8,13,58,50,286
1.30810,-0.07455,0.03850,0.00000,0.03026,0.97710,-0.18971,2023,6,8,13,58,50,297
1.30820,0.13545,-0.01400,0.00000,0.03257,0.97722,-0.18922,2023,6,8,13,58,50,308
1.30830,-0.00455,0.12600,0.00000,0.03099,0.97332,-0.18812,2023,6,8,13,58,50,319
1.30840,0.18795,0.02100,0.00000,0.03172,0.97588,-0.18898,2023,6,8,13,58,50,330
1.30850,-0.07455,-0.15400,0.00000,0.02891,0.97441,-0.18959,2023,6,8,13,58,50,341
1.30860,0.15295,-0.13650,0.00000,0.03135,0.97332,-0.18849,2023,6,8,13,58,50,352
1.30870,-0.03955,-0.17150,0.00000,0.02916,0.97539,-0.19288,2023,6,8,13,58,50,364
1.30880,-0.02205,0.00350,0.00000,0.03087,0.97527,-0.18861,2023,6,8,13,58,50,375
1.30890,-0.03955,-0.06650,0.00000,0.03013,0.97454,-0.18995,2023,6,8,13,58,50,386
1.30900,0.01295,0.03850,0.00000,0.02977,0.97624,-0.18910,2023,6,8,13,58,50,397
1.30910,0.06545,-0.08400,0.00000,0.03111,0.97710,-0.18983,2023,6,8,13,58,50,408
1.30920,0.10045,0.17850,0.00000,0.02989,0.97661,-0.19105,2023,6,8,13,58,50,419
1.30930,0.10045,-0.13650,0.00000,0.02977,0.97551,-0.18910,2023,6,8,13,58,50,430
1.30940,0.03045,0.12600,0.00000,0.02928,0.97551,-0.19032,2023,6,8,13,58,50,441
1.30950,-0.00455,-0.22400,0.00000,0.02891,0.97600,-0.18934,2023,6,8,13,58,50,452
1.30960,0.11795,0.03850,0.00000,0.03172,0.97454,-0.19032,2023,6,8,13,58,50,464
1.30970,0.01295,-0.03150,0.00000,0.02891,0.97441,-0.18715,2023,6,8,13,58,50,475
1.30980,0.06545,-0.24150,0.00000,0.03282,0.97588,-0.19069,2023,6,8,13,58,50,486
1.30990,-0.02205,0.09100,0.00000,0.03123,0.97490,-0.19032,2023,6,8,13,58,50,497
1.31000,0.01295,0.10850,0.00000,0.03062,0.97515,-0.19081,2023,6,8,13,58,50,508
1.31010,0.11795,0.17850,0.00000,0.03270,0.97698,-0.18947,2023,6,8,13,58,50,519
1.31020,0.11795,-0.18900,0.00000,0.03050,0.97356,-0.19032,2023,6,8,13,58,50,530
1.31030,0.01295,0.23100,0.00000,0.03099,0.97380,-0.18983,2023,6,8,13,58,50,541
1.31040,-0.05705,-0.01400,0.00000,0.03135,0.97576,-0.18788,2023,6,8,13,58,50,552
1.31050,0.15295,-0.08400,0.00000,0.02952,0.97551,-0.18788,2023,6,8,13,58,50,564
1.31060,-0.02205,-0.06650,0.00000,0.02916,0.97759,-0.18812,2023,6,8,13,58,50,575
1.31070,-0.03955,0.02100,0.00000,0.03099,0.97563,-0.18666,2023,6,8,13,58,50,586
1.31080,0.01295,-0.01400,0.00000,0.03087,0.97454,-0.19020,2023,6,8,13,58,50,597
1.31090,0.01295,0.03850,0.00000,0.03062,0.97515,-0.18861,2023,6,8,13,58,50,608
1.31100,-0.16205,0.09100,0.00000,0.02952,0.97783,-0.18727,2023,6,8,13,58,50,619
1.31110,0.06545,-0.17150,0.00000,0.02977,0.97368,-0.18812,2023,6,8,13,58,50,630
1.31120,0.04795,0.03850,0.00000,0.03026,0.97405,-0.18727,2023,6,8,13,58,50,641
1.31130,-0.09205,0.10850,0.00000,0.02928,0.97539,-0.18837,2023,6,8,13,58,50,652
1.31140,-0.10955,-0.04900,0.00000,0.02940,0.97637,-0.18959,2023,6,8,13,58,50,664
1.31150,0.01295,0.03850,0.00000,0.03038,0.97527,-0.18568,2023,6,8,13,58,50,675
1.31160,-0.17955,0.05600,0.00000,0.03172,0.97539,-0.18873,2023,6,8,13,58,50,686
1.31170,-0.07455,0.07350,0.00000,0.03318,0.97612,-0.18739,2023,6,8,13,58,50,697
1.31180,-0.00455,0.07350,0.00000,0.03160,0.97649,-0.18910,2023,6,8,13,58,50,708
1.31190,0.10045,0.12600,0.00000,0.03209,0.97698,-0.18898,2023,6,8,13,58,50,719
1.31200,0.03045,-0.08400,0.00000,0.03233,0.97490,-0.19032,2023,6,8,13,58,50,730
1.31210,-0.19705,0.09100,0.00000,0.03148,0.97478,-0.18690,2023,6,8,13,58,50,741
1.31220,-0.10955,-0.03150,0.00000,0.02891,0.97417,-0.18825,2023,6,8,13,58,50,752
1.31230,-0.12705,0.02100,0.00000,0.02879,0.97368,-0.18532,2023,6,8,13,58,50,764
1.31240,0.08295,0.03850,0.00000,0.03184,0.97441,-0.18947,2023,6,8,13,58,50,775
1.31250,0.01295,0.05600,0.00000,0.02965,0.97576,-0.18703,2023,6,8,13,58,50,786
1.31260,-0.07455,0.03850,0.00000,0.03209,0.97551,-0.18910,2023,6,8,13,58,50,797
1.31270,-0.02205,0.05600,0.00000,0.03123,0.97795,-0.18751,2023,6,8,13,58,50,808
1.31280,-0.02205,0.02100,0.00000,0.02843,0.97710,-0.18849,2023,6,8,13,58,50,819
1.31290,0.08295,-0.13650,0.00000,0.03050,0.97429,-0.18654,2023,6,8,13,58,50,830
1.31300,0.03045,-0.11900,0.00000,0.03209,0.97612,-0.18922,2023,6,8,13,58,50,841
1.31310,0.11795,0.03850,0.00000,0.03087,0.97539,-0.18886,2023,6,8,13,58,50,852
1.31320,0.04795,-0.01400,0.00000,0.02940,0.97405,-0.18849,2023,6,8,13,58,50,864
1.31330,-0.05705,0.02100,0.00000,0.02867,0.97246,-0.18849,2023,6,8,13,58,50,875
1.31340,0.03045,0.07350,0.00000,0.03099,0.97637,-0.18788,2023,6,8,13,58,50,886
1.31350,-0.07455,-0.01400,0.00000,0.02989,0.97515,-0.18727,2023,6,8,13,58,50,897
1.31360,0.08295,0.07350,0.00000,0.03026,0.97429,-0.18873,2023,6,8,13,58,50,908
1.31370,-0.10955,0.02100,0.00000,0.02965,0.97539,-0.18947,2023,6,8,13,58,50,919
1.31380,0.13545,0.10850,0.00000,0.03038,0.97454,-0.19081,2023,6,8,13,58,50,930
1.31390,0.01295,0.02100,0.00000,0.03172,0.97551,-0.18812,2023,6,8,13,58,50,941
1.31400,-0.00455,-0.10150,0.00000,0.03318,0.97673,-0.18886,2023,6,8,13,58,50,952
1.31410,0.15295,-0.13650,0.00000,0.03282,0.97673,-0.18776,2023,6,8,13,58,50,964
1.31420,-0.03955,-0.18900,0.00000,0.02952,0.97429,-0.18947,2023,6,8,13,58,50,975
1.31430,0.20545,-0.04900,0.00000,0.03050,0.97539,-0.18971,2023,6,8,13,58,50,986
1.31440,0.15295,0.19600,0.00000,0.03123,0.97734,-0.18751,2023,6,8,13,58,51,7
1.31450,0.06545,0.00350,0.00000,0.03196,0.97307,-0.18910,2023,6,8,13,58,51,18
1.31460,-0.07455,0.07350,0.00000,0.02977,0.97637,-0.18751,2023,6,8,13,58,51,29
