#2023/06/08 10:42:19
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
510.21470,-0.01873,0.17973,0.00000,0.01879,0.97283,-0.20557,0.0,2023,6,8,10,42,20,481
510.21480,0.13877,0.00473,0.00000,0.01623,0.97295,-0.20337,0.0,2023,6,8,10,42,20,492
510.21490,0.31377,-0.11777,0.00000,0.01903,0.97246,-0.20569,0.0,2023,6,8,10,42,20,503
510.21500,0.33127,-0.17027,0.00000,0.01793,0.97258,-0.20667,0.0,2023,6,8,10,42,20,514
510.21510,0.03377,-0.01277,0.00000,0.01732,0.97417,-0.20557,0.0,2023,6,8,10,42,20,525
510.21520,0.08627,-0.01277,0.00000,0.01854,0.97478,-0.20703,0.0,2023,6,8,10,42,20,536
510.21530,0.13877,-0.06527,0.00000,0.01867,0.97466,-0.20557,0.0,2023,6,8,10,42,20,547
510.21540,-0.22873,0.03973,0.00000,0.02111,0.96978,-0.20777,0.0,2023,6,8,10,42,20,558
510.21550,-0.05373,-0.17027,0.00000,0.01915,0.97319,-0.20423,0.0,2023,6,8,10,42,20,569
510.21560,-0.21123,0.05723,0.00000,0.02233,0.97356,-0.20557,0.0,2023,6,8,10,42,20,581
510.21570,0.01627,0.05723,0.00000,0.01806,0.97051,-0.20728,0.0,2023,6,8,10,42,20,592
510.21580,-0.10623,0.05723,0.00000,0.02111,0.97307,-0.20545,0.0,2023,6,8,10,42,20,603
510.21590,0.10377,0.03973,0.00000,0.01610,0.97380,-0.20484,0.0,2023,6,8,10,42,20,614
510.21600,0.36627,-0.18777,0.00000,0.01793,0.97295,-0.20655,0.0,2023,6,8,10,42,20,625
510.21610,-0.00123,-0.27527,0.00000,0.01952,0.97234,-0.20569,0.0,2023,6,8,10,42,20,636
510.21620,-0.24623,-0.01277,0.00000,0.01903,0.97441,-0.20728,0.0,2023,6,8,10,42,20,647
510.21630,-0.22873,-0.03027,0.00000,0.01867,0.97161,-0.20764,0.0,2023,6,8,10,42,20,658
510.21640,-0.10623,-0.03027,0.00000,0.01940,0.97222,-0.20740,0.0,2023,6,8,10,42,20,669
510.21650,0.01627,0.16223,0.00000,0.01769,0.97356,-0.20569,0.0,2023,6,8,10,42,20,681
510.21660,-0.03623,0.05723,0.00000,0.01842,0.97319,-0.20655,0.0,2023,6,8,10,42,20,692
510.21670,-0.00123,-0.25777,0.00000,0.01867,0.97283,-0.20533,0.0,2023,6,8,10,42,20,703
510.21680,-0.19373,0.07473,0.00000,0.01915,0.97185,-0.20423,0.0,2023,6,8,10,42,20,714
510.21690,-0.21123,0.02223,0.00000,0.01757,0.97246,-0.20655,0.0,2023,6,8,10,42,20,725
510.21700,-0.24623,0.24973,0.00000,0.01793,0.97271,-0.20411,0.0,2023,6,8,10,42,20,736
510.21710,-0.00123,-0.10027,0.00000,0.01720,0.97039,-0.20411,0.0,2023,6,8,10,42,20,747
510.21720,0.05127,-0.04777,0.00000,0.01891,0.97307,-0.20569,0.0,2023,6,8,10,42,20,758
510.21730,-0.00123,0.16223,0.00000,0.01940,0.97063,-0.20423,0.0,2023,6,8,10,42,20,769
510.21740,-0.03623,0.07473,0.00000,0.01806,0.97234,-0.20740,0.0,2023,6,8,10,42,20,781
510.21750,0.06877,-0.01277,0.00000,0.01769,0.97332,-0.20935,0.0,2023,6,8,10,42,20,792
510.21760,0.01627,-0.04777,0.00000,0.01671,0.97161,-0.20655,0.0,2023,6,8,10,42,20,803
510.21770,0.03377,0.05723,0.00000,0.01842,0.97454,-0.20484,0.0,2023,6,8,10,42,20,814
510.21780,-0.29873,0.12723,0.00000,0.02050,0.97161,-0.20435,0.0,2023,6,8,10,42,20,825
510.21790,-0.21123,0.26723,0.00000,0.01854,0.97405,-0.20557,0.0,2023,6,8,10,42,20,836
510.21800,0.19127,0.02223,0.00000,0.01915,0.97368,-0.20423,0.0,2023,6,8,10,42,20,847
510.21810,0.24377,-0.10027,0.00000,0.01879,0.97417,-0.20557,0.0,2023,6,8,10,42,20,858
510.21820,-0.00123,-0.03027,0.00000,0.01671,0.97234,-0.20813,0.0,2023,6,8,10,42,20,869
510.21830,0.08627,-0.03027,0.00000,0.02050,0.97380,-0.20447,0.0,2023,6,8,10,42,20,881
510.21840,-0.15873,0.19723,0.00000,0.01952,0.97246,-0.20716,0.0,2023,6,8,10,42,20,892
510.21850,-0.14123,0.02223,0.00000,0.02172,0.97258,-0.20447,0.0,2023,6,8,10,42,20,903
510.21860,-0.17623,-0.06527,0.00000,0.01781,0.97380,-0.20764,0.0,2023,6,8,10,42,20,914
510.21870,-0.00123,0.07473,0.00000,0.01769,0.97319,-0.20386,0.0,2023,6,8,10,42,20,925
510.21880,-0.00123,-0.08277,0.00000,0.01903,0.97295,-0.20398,0.0,2023,6,8,10,42,20,936
510.21890,-0.00123,0.09223,0.00000,0.01732,0.97466,-0.20569,0.0,2023,6,8,10,42,20,947
510.21900,0.15627,0.03973,0.00000,0.02001,0.97197,-0.20667,0.0,2023,6,8,10,42,20,958
510.21910,-0.15873,0.16223,0.00000,0.02037,0.97088,-0.20411,0.0,2023,6,8,10,42,20,969
510.21920,0.03377,-0.22277,0.00000,0.01952,0.97295,-0.20398,0.0,2023,6,8,10,42,20,981
510.21930,0.22627,0.05723,0.00000,0.01830,0.97466,-0.20520,0.0,2023,6,8,10,42,21,2
510.21940,0.05127,0.21473,0.00000,0.01867,0.97356,-0.20740,0.0,2023,6,8,10,42,21,13
510.21950,-0.14123,-0.08277,0.00000,0.01842,0.97441,-0.20472,0.0,2023,6,8,10,42,21,24
510.21960,-0.05373,0.12723,0.00000,0.01781,0.97246,-0.20533,0.0,2023,6,8,10,42,21,35
510.21970,-0.08873,0.09223,0.00000,0.01818,0.97271,-0.20594,0.0,2023,6,8,10,42,21,46
510.21980,0.19127,0.14473,0.00000,0.01806,0.97271,-0.20569,0.0,2023,6,8,10,42,21,57
510.21990,0.10377,-0.01277,0.00000,0.01647,0.97161,-0.20447,0.0,2023,6,8,10,42,21,68
510.22000,0.01627,0.12723,0.00000,0.01952,0.97368,-0.20679,0.0,2023,6,8,10,42,21,79
