#2023/06/08 13:26:11
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
0.01000,-0.03185,0.10938,0.00000,0.02977,0.97637,-0.17751,0.0,2023,6,8,13,26,12,261
0.01010,0.07315,0.10938,0.00000,0.03062,0.98088,-0.17519,0.0,2023,6,8,13,26,12,272
0.01020,0.07315,0.17938,0.00000,0.02940,0.97612,-0.17861,0.0,2023,6,8,13,26,12,283
0.01030,-0.08435,-0.13563,0.00000,0.03001,0.97905,-0.17739,0.0,2023,6,8,13,26,12,294
0.01040,0.05565,0.02187,0.00000,0.02891,0.97856,-0.17702,0.0,2023,6,8,13,26,12,305
0.01050,-0.13685,0.02187,0.00000,0.03001,0.97807,-0.17556,0.0,2023,6,8,13,26,12,316
0.01060,-0.03185,0.14438,0.00000,0.03038,0.98076,-0.17678,0.0,2023,6,8,13,26,12,327
0.01070,0.05565,-0.08312,0.00000,0.02965,0.97637,-0.17556,0.0,2023,6,8,13,26,12,338
0.01080,-0.11935,0.14438,0.00000,0.03038,0.97710,-0.17568,0.0,2023,6,8,13,26,12,349
0.01090,-0.06685,-0.03062,0.00000,0.03087,0.97856,-0.17629,0.0,2023,6,8,13,26,12,361
0.01100,-0.20685,0.07437,0.00000,0.03172,0.97783,-0.17470,0.0,2023,6,8,13,26,12,372
0.01110,-0.08435,0.10938,0.00000,0.02989,0.97820,-0.17714,0.0,2023,6,8,13,26,12,383
0.01120,-0.03185,0.02187,0.00000,0.03209,0.97783,-0.17397,0.0,2023,6,8,13,26,12,394
0.01130,-0.11935,-0.06562,0.00000,0.02757,0.97856,-0.17678,0.0,2023,6,8,13,26,12,405
0.01140,0.09065,-0.03062,0.00000,0.03404,0.97954,-0.17422,0.0,2023,6,8,13,26,12,416
0.01150,0.02065,0.10938,0.00000,0.02977,0.97539,-0.17409,0.0,2023,6,8,13,26,12,427
0.01160,-0.04935,0.02187,0.00000,0.03196,0.97661,-0.17336,0.0,2023,6,8,13,26,12,438
0.01170,-0.08435,0.03937,0.00000,0.02879,0.97868,-0.17653,0.0,2023,6,8,13,26,12,449
0.01180,0.03815,-0.15313,0.00000,0.03013,0.97807,-0.17483,0.0,2023,6,8,13,26,12,461
0.01190,0.03815,0.03937,0.00000,0.02782,0.97734,-0.17422,0.0,2023,6,8,13,26,12,472
0.01200,0.10815,0.10938,0.00000,0.02684,0.97795,-0.17409,0.0,2023,6,8,13,26,12,483
0.01210,-0.04935,0.17938,0.00000,0.03257,0.97600,-0.17507,0.0,2023,6,8,13,26,12,494
0.01220,0.00315,0.10938,0.00000,0.02867,0.97746,-0.17483,0.0,2023,6,8,13,26,12,505
0.01230,0.02065,0.10938,0.00000,0.02977,0.97759,-0.17605,0.0,2023,6,8,13,26,12,516
0.01240,0.03815,0.21437,0.00000,0.03074,0.97966,-0.17300,0.0,2023,6,8,13,26,12,527
0.01250,-0.03185,0.02187,0.00000,0.03013,0.97917,-0.17397,0.0,2023,6,8,13,26,12,538
0.01260,-0.03185,0.23187,0.00000,0.03013,0.97759,-0.17568,0.0,2023,6,8,13,26,12,549
0.01270,-0.08435,0.24937,0.00000,0.02818,0.97990,-0.17544,0.0,2023,6,8,13,26,12,561
0.01280,-0.24185,0.16188,0.00000,0.02928,0.97893,-0.17361,0.0,2023,6,8,13,26,12,572
0.01290,-0.10185,-0.03062,0.00000,0.02952,0.97942,-0.17556,0.0,2023,6,8,13,26,12,583
0.01300,-0.03185,0.09187,0.00000,0.02977,0.97820,-0.17409,0.0,2023,6,8,13,26,12,594
0.01310,-0.03185,-0.10062,0.00000,0.03038,0.97807,-0.17531,0.0,2023,6,8,13,26,12,605
0.01320,0.02065,0.07437,0.00000,0.02952,0.97832,-0.17629,0.0,2023,6,8,13,26,12,616
0.01330,-0.11935,-0.01312,0.00000,0.03148,0.97978,-0.17397,0.0,2023,6,8,13,26,12,627
0.01340,-0.01435,0.00437,0.00000,0.03013,0.97868,-0.17397,0.0,2023,6,8,13,26,12,638
0.01350,0.00315,0.07437,0.00000,0.03099,0.97917,-0.17470,0.0,2023,6,8,13,26,12,649
0.01360,0.02065,0.05687,0.00000,0.02916,0.97795,-0.17385,0.0,2023,6,8,13,26,12,661
0.01370,0.07315,0.09187,0.00000,0.03099,0.97759,-0.17226,0.0,2023,6,8,13,26,12,672
0.01380,0.07315,-0.08312,0.00000,0.03233,0.97685,-0.17507,0.0,2023,6,8,13,26,12,683
0.01390,0.00315,-0.01312,0.00000,0.02940,0.97710,-0.17397,0.0,2023,6,8,13,26,12,694
0.01400,-0.03185,0.09187,0.00000,0.02952,0.97990,-0.17153,0.0,2023,6,8,13,26,12,705
0.01410,0.07315,0.14438,0.00000,0.03026,0.97624,-0.17361,0.0,2023,6,8,13,26,12,716
0.01420,0.02065,0.00437,0.00000,0.03050,0.97807,-0.17373,0.0,2023,6,8,13,26,12,727
0.01430,0.02065,0.07437,0.00000,0.03123,0.97917,-0.17361,0.0,2023,6,8,13,26,12,738
0.01440,-0.20685,-0.11813,0.00000,0.03209,0.97905,-0.17470,0.0,2023,6,8,13,26,12,749
0.01450,0.05565,0.10938,0.00000,0.03050,0.97917,-0.17287,0.0,2023,6,8,13,26,12,761
0.01460,0.00315,0.03937,0.00000,0.03111,0.97929,-0.17531,0.0,2023,6,8,13,26,12,772
0.01470,0.33565,-0.18813,0.00000,0.02904,0.98149,-0.17556,0.0,2023,6,8,13,26,12,783
0.01480,0.02065,0.07437,0.00000,0.03160,0.97893,-0.17409,0.0,2023,6,8,13,26,12,794
0.01490,-0.17185,-0.01312,0.00000,0.03013,0.97881,-0.17409,0.0,2023,6,8,13,26,12,805
0.01500,0.09065,-0.06562,0.00000,0.03074,0.97746,-0.17287,0.0,2023,6,8,13,26,12,816
0.01510,-0.04935,0.24937,0.00000,0.03087,0.97685,-0.17434,0.0,2023,6,8,13,26,12,827
0.01520,-0.01435,0.05687,0.00000,0.03062,0.97844,-0.17312,0.0,2023,6,8,13,26,12,838
0.01530,0.00315,0.09187,0.00000,0.02818,0.97844,-0.17373,0.0,2023,6,8,13,26,12,849
0.01540,-0.11935,0.03937,0.00000,0.02818,0.97734,-0.17531,0.0,2023,6,8,13,26,12,861
