#2023/06/08 10:49:58
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
510.37860,0.06020,0.00490,0.00000,0.02037,0.97210,-0.20386,0.0,2023,6,8,10,49,59,697
510.37870,-0.02730,-0.11760,0.00000,0.01745,0.97136,-0.20594,0.0,2023,6,8,10,49,59,708
510.37880,0.04270,0.00490,0.00000,0.01964,0.97319,-0.20154,0.0,2023,6,8,10,49,59,719
510.37890,0.09520,-0.04760,0.00000,0.02062,0.97454,-0.20459,0.0,2023,6,8,10,49,59,730
510.37900,0.06020,0.07490,0.00000,0.02025,0.97478,-0.20374,0.0,2023,6,8,10,49,59,741
510.37910,0.16520,-0.15260,0.00000,0.01915,0.97319,-0.20533,0.0,2023,6,8,10,49,59,752
510.37920,-0.13230,0.17990,0.00000,0.01915,0.97075,-0.20252,0.0,2023,6,8,10,49,59,763
510.37930,-0.09730,0.21490,0.00000,0.01976,0.97295,-0.20581,0.0,2023,6,8,10,49,59,774
510.37940,-0.04480,-0.06510,0.00000,0.02050,0.97210,-0.20203,0.0,2023,6,8,10,49,59,785
510.37950,-0.07980,-0.15260,0.00000,0.01952,0.97344,-0.20337,0.0,2023,6,8,10,49,59,797
510.37960,0.06020,-0.10010,0.00000,0.01928,0.97271,-0.20301,0.0,2023,6,8,10,49,59,808
510.37970,-0.00980,-0.06510,0.00000,0.02050,0.97210,-0.20374,0.0,2023,6,8,10,49,59,819
510.37980,-0.07980,0.14490,0.00000,0.02208,0.97332,-0.20508,0.0,2023,6,8,10,49,59,830
510.37990,0.06020,0.00490,0.00000,0.01952,0.97441,-0.20154,0.0,2023,6,8,10,49,59,841
510.38000,0.09520,0.12740,0.00000,0.01879,0.97368,-0.20374,0.0,2023,6,8,10,49,59,852
510.38010,0.25270,-0.03010,0.00000,0.01879,0.97234,-0.20520,0.0,2023,6,8,10,49,59,863
510.38020,0.06020,0.05740,0.00000,0.02074,0.97393,-0.20618,0.0,2023,6,8,10,49,59,874
510.38030,-0.13230,0.05740,0.00000,0.01952,0.97222,-0.20435,0.0,2023,6,8,10,49,59,885
510.38040,-0.02730,-0.01260,0.00000,0.02159,0.97234,-0.20289,0.0,2023,6,8,10,49,59,897
510.38050,0.14770,0.10990,0.00000,0.02147,0.97246,-0.20337,0.0,2023,6,8,10,49,59,908
510.38060,0.37520,-0.11760,0.00000,0.01879,0.97197,-0.20423,0.0,2023,6,8,10,49,59,919
510.38070,0.06020,0.09240,0.00000,0.01891,0.97332,-0.20606,0.0,2023,6,8,10,49,59,930
510.38080,-0.07980,-0.08260,0.00000,0.01793,0.97173,-0.20337,0.0,2023,6,8,10,49,59,941
510.38090,0.00770,0.17990,0.00000,0.01854,0.97051,-0.20350,0.0,2023,6,8,10,49,59,952
510.38100,-0.00980,-0.04760,0.00000,0.01915,0.97295,-0.20459,0.0,2023,6,8,10,49,59,963
510.38110,-0.09730,0.23240,0.00000,0.02062,0.97027,-0.20411,0.0,2023,6,8,10,49,59,974
510.38120,0.07770,-0.01260,0.00000,0.02050,0.97075,-0.20642,0.0,2023,6,8,10,49,59,985
510.38130,0.04270,0.10990,0.00000,0.02074,0.97161,-0.20606,0.0,2023,6,8,10,49,59,997
510.38140,-0.02730,0.00490,0.00000,0.01989,0.97222,-0.20411,0.0,2023,6,8,10,49,59,8
510.38150,-0.02730,-0.03010,0.00000,0.02050,0.97307,-0.20337,0.0,2023,6,8,10,49,59,19
510.38160,0.11270,-0.06510,0.00000,0.02025,0.97222,-0.20276,0.0,2023,6,8,10,50,0,0
510.38170,0.09520,-0.10010,0.00000,0.02111,0.97161,-0.20325,0.0,2023,6,8,10,50,0,11
510.38180,0.18270,0.07490,0.00000,0.02074,0.97368,-0.20838,0.0,2023,6,8,10,50,0,22
510.38190,-0.23730,0.03990,0.00000,0.02037,0.97258,-0.20423,0.0,2023,6,8,10,50,0,33
510.38200,-0.07980,-0.03010,0.00000,0.01745,0.97466,-0.20484,0.0,2023,6,8,10,50,0,44
510.38210,-0.00980,0.14490,0.00000,0.02123,0.97380,-0.20398,0.0,2023,6,8,10,50,0,55
510.38220,0.28770,-0.06510,0.00000,0.02135,0.97100,-0.20520,0.0,2023,6,8,10,50,0,67
510.38230,0.09520,-0.13510,0.00000,0.01915,0.97088,-0.20447,0.0,2023,6,8,10,50,0,78
510.38240,0.04270,-0.13510,0.00000,0.01903,0.97124,-0.20362,0.0,2023,6,8,10,50,0,89
510.38250,-0.13230,-0.01260,0.00000,0.01940,0.97295,-0.20398,0.0,2023,6,8,10,50,0,100
510.38260,-0.06230,0.00490,0.00000,0.02220,0.97344,-0.20350,0.0,2023,6,8,10,50,0,111
510.38270,0.21770,0.10990,0.00000,0.02111,0.97234,-0.20435,0.0,2023,6,8,10,50,0,122
510.38280,0.16520,-0.04760,0.00000,0.02037,0.97063,-0.20533,0.0,2023,6,8,10,50,0,133
510.38290,0.18270,0.02240,0.00000,0.01976,0.97319,-0.20508,0.0,2023,6,8,10,50,0,144
510.38300,-0.11480,0.31990,0.00000,0.01879,0.97307,-0.20411,0.0,2023,6,8,10,50,0,155
510.38310,-0.11480,0.03990,0.00000,0.02062,0.97100,-0.20533,0.0,2023,6,8,10,50,0,167
510.38320,-0.02730,-0.11760,0.00000,0.01830,0.97258,-0.20313,0.0,2023,6,8,10,50,0,178
510.38330,0.13020,-0.15260,0.00000,0.01928,0.97441,-0.20691,0.0,2023,6,8,10,50,0,189
510.38340,0.00770,-0.04760,0.00000,0.01940,0.97380,-0.20106,0.0,2023,6,8,10,50,0,200
510.38350,-0.06230,-0.08260,0.00000,0.01806,0.97368,-0.20777,0.0,2023,6,8,10,50,0,211
510.38360,-0.23730,0.10990,0.00000,0.01806,0.97380,-0.20459,0.0,2023,6,8,10,50,0,222
510.38370,-0.23730,0.16240,0.00000,0.01976,0.97441,-0.20386,0.0,2023,6,8,10,50,0,233
510.38380,-0.16730,0.19740,0.00000,0.01891,0.97344,-0.20594,0.0,2023,6,8,10,50,0,244
510.38390,0.18270,-0.08260,0.00000,0.02025,0.97319,-0.20264,0.0,2023,6,8,10,50,0,255
510.38400,0.14770,-0.01260,0.00000,0.01928,0.97222,-0.20289,0.0,2023,6,8,10,50,0,267
510.38410,-0.06230,-0.03010,0.00000,0.01720,0.97197,-0.20118,0.0,2023,6,8,10,50,0,278
510.38420,0.02520,-0.10010,0.00000,0.01903,0.97112,-0.20240,0.0,2023,6,8,10,50,0,289
510.38430,-0.18480,0.09240,0.00000,0.02050,0.97173,-0.20447,0.0,2023,6,8,10,50,0,300
510.38440,-0.09730,0.17990,0.00000,0.02208,0.97356,-0.20240,0.0,2023,6,8,10,50,0,311
510.38450,0.09520,-0.10010,0.00000,0.01867,0.97149,-0.20325,0.0,2023,6,8,10,50,0,322
510.38460,-0.00980,-0.06510,0.00000,0.02013,0.97246,-0.20374,0.0,2023,6,8,10,50,0,333
510.38470,-0.21980,0.00490,0.00000,0.01940,0.97478,-0.20435,0.0,2023,6,8,10,50,0,344
510.38480,0.02520,0.00490,0.00000,0.01928,0.97185,-0.20362,0.0,2023,6,8,10,50,0,355
510.38490,0.02520,0.05740,0.00000,0.01806,0.97466,-0.20606,0.0,2023,6,8,10,50,0,367
510.38500,0.34020,-0.04760,0.00000,0.01940,0.97234,-0.20325,0.0,2023,6,8,10,50,0,378
510.38510,0.07770,-0.13510,0.00000,0.02037,0.97283,-0.20264,0.0,2023,6,8,10,50,0,389
510.38520,-0.13230,-0.06510,0.00000,0.01989,0.97393,-0.20472,0.0,2023,6,8,10,50,0,400
510.38530,0.00770,-0.03010,0.00000,0.01891,0.97258,-0.20289,0.0,2023,6,8,10,50,0,411
510.38540,0.06020,0.02240,0.00000,0.01952,0.97124,-0.20252,0.0,2023,6,8,10,50,0,422
510.38550,0.27020,-0.13510,0.00000,0.01818,0.97405,-0.20398,0.0,2023,6,8,10,50,0,433
510.38560,0.11270,-0.06510,0.00000,0.01989,0.97185,-0.20545,0.0,2023,6,8,10,50,0,444
510.38570,-0.06230,0.09240,0.00000,0.02025,0.97271,-0.20496,0.0,2023,6,8,10,50,0,455
510.38580,-0.02730,0.02240,0.00000,0.01842,0.97380,-0.20398,0.0,2023,6,8,10,50,0,467
510.38590,0.20020,-0.13510,0.00000,0.02001,0.97014,-0.20581,0.0,2023,6,8,10,50,0,478
510.38600,0.11270,-0.04760,0.00000,0.02074,0.97368,-0.20289,0.0,2023,6,8,10,50,0,489
510.38610,0.02520,0.00490,0.00000,0.01940,0.97380,-0.20350,0.0,2023,6,8,10,50,0,500
510.38620,0.00770,0.05740,0.00000,0.02025,0.97344,-0.20386,0.0,2023,6,8,10,50,0,511
510.38630,0.20020,-0.24010,0.00000,0.02135,0.97173,-0.20106,0.0,2023,6,8,10,50,0,522
510.38640,-0.04480,0.03990,0.00000,0.02159,0.97234,-0.20337,0.0,2023,6,8,10,50,0,533
510.38650,0.09520,0.10990,0.00000,0.02050,0.97356,-0.20447,0.0,2023,6,8,10,50,0,544
510.38660,0.13020,0.05740,0.00000,0.01976,0.97173,-0.20484,0.0,2023,6,8,10,50,0,555
510.38670,-0.11480,0.07490,0.00000,0.01854,0.97136,-0.20423,0.0,2023,6,8,10,50,0,567
510.38680,-0.04480,-0.06510,0.00000,0.02098,0.97136,-0.20435,0.0,2023,6,8,10,50,0,578
510.38690,-0.00980,0.10990,0.00000,0.02098,0.97295,-0.20508,0.0,2023,6,8,10,50,0,589
510.38700,0.04270,0.10990,0.00000,0.02001,0.97112,-0.20179,0.0,2023,6,8,10,50,0,600
510.38710,0.16520,0.12740,0.00000,0.02074,0.97441,-0.20447,0.0,2023,6,8,10,50,0,611
510.38720,-0.00980,-0.03010,0.00000,0.01964,0.97173,-0.20606,0.0,2023,6,8,10,50,0,622
510.38730,-0.27230,0.10990,0.00000,0.01989,0.97466,-0.20484,0.0,2023,6,8,10,50,0,633
510.38740,-0.18480,0.03990,0.00000,0.01989,0.97173,-0.20191,0.0,2023,6,8,10,50,0,644
510.38750,-0.04480,-0.11760,0.00000,0.02111,0.97112,-0.20520,0.0,2023,6,8,10,50,0,655
510.38760,-0.00980,-0.04760,0.00000,0.01867,0.97405,-0.20350,0.0,2023,6,8,10,50,0,667
510.38770,0.04270,0.03990,0.00000,0.01879,0.97283,-0.20667,0.0,2023,6,8,10,50,0,678
510.38780,-0.02730,-0.06510,0.00000,0.02123,0.97136,-0.20435,0.0,2023,6,8,10,50,0,689
510.38790,0.00770,-0.01260,0.00000,0.01879,0.97234,-0.20435,0.0,2023,6,8,10,50,0,700
510.38800,0.07770,0.02240,0.00000,0.01879,0.97210,-0.20276,0.0,2023,6,8,10,50,0,711
510.38810,-0.07980,-0.01260,0.00000,0.02013,0.97149,-0.20484,0.0,2023,6,8,10,50,0,722
510.38820,-0.06230,-0.04760,0.00000,0.02037,0.97283,-0.20508,0.0,2023,6,8,10,50,0,733
510.38830,-0.06230,0.02240,0.00000,0.01867,0.97075,-0.20496,0.0,2023,6,8,10,50,0,744
510.38840,-0.09730,0.07490,0.00000,0.01842,0.97271,-0.20264,0.0,2023,6,8,10,50,0,755
510.38850,0.11270,-0.24010,0.00000,0.02098,0.97271,-0.20350,0.0,2023,6,8,10,50,0,767
