#2023/06/05 17:28:08
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
20.61310,-0.65468,-0.41457,0.00000,0.03306,0.99772,-0.02098,0.0
20.61320,-0.72468,0.09293,0.00000,0.03392,0.99759,-0.01501,0.0
20.61330,0.86782,0.21543,0.00000,0.03160,0.99454,-0.00024,0.0
20.61340,6.69532,0.32043,0.00000,0.03160,0.99698,-0.00854,0.0
20.61350,9.77532,0.23293,0.00000,0.03233,0.99845,-0.01769,0.0
20.61360,7.64032,0.39043,0.00000,0.03099,0.99967,-0.03257,0.0
20.61370,4.61282,0.19793,0.00000,0.03135,0.99869,-0.03148,0.0
20.61380,2.39032,-0.02957,0.00000,0.03196,0.99625,-0.01781,0.0
20.61390,2.74032,0.11043,0.00000,0.03172,0.99698,-0.02098,0.0
20.61400,1.74282,0.18043,0.00000,0.03392,0.99576,-0.01781,0.0
20.61410,2.89782,0.26793,0.00000,0.03379,0.99515,-0.02403,0.0
20.61420,0.08032,0.14543,0.00000,0.03123,0.99625,-0.02782,0.0
20.61430,-0.16468,0.07543,0.00000,0.03160,0.99515,-0.01269,0.0
20.61440,1.09532,0.26793,0.00000,0.03148,0.99503,-0.01671,0.0
20.61450,1.42782,0.16293,0.00000,0.03270,0.99833,-0.01659,0.0
20.61460,2.70532,0.07543,0.00000,0.03318,0.99576,-0.00891,0.0
20.61470,4.40282,0.26793,0.00000,0.03318,0.99613,-0.01586,0.0
20.61480,5.61032,0.00543,0.00000,0.03416,0.99747,-0.02001,0.0
20.61490,6.11782,0.14543,0.00000,0.03245,0.99686,-0.01415,0.0
20.61500,6.41532,0.02293,0.00000,0.03355,0.99576,-0.01867,0.0
20.61510,6.08282,0.26793,0.00000,0.03135,0.99711,-0.02196,0.0
20.61520,5.50532,0.42543,0.00000,0.03257,0.99845,-0.02330,0.0
20.61530,3.59782,0.44293,0.00000,0.03477,0.99772,-0.02525,0.0
20.61540,2.95032,0.23293,0.00000,0.03392,0.99552,-0.02196,0.0
20.61550,2.30282,0.25043,0.00000,0.03392,0.99613,-0.02538,0.0
20.61560,2.04032,0.05793,0.00000,0.03282,0.99662,-0.01879,0.0
20.61570,2.96782,-0.08207,0.00000,0.03306,0.99564,-0.01989,0.0
20.61580,3.30032,0.19793,0.00000,0.03392,0.99589,-0.01915,0.0
20.61590,3.42282,0.47793,0.00000,0.03148,0.99625,-0.01769,0.0
20.61600,4.35032,0.26793,0.00000,0.03392,0.99552,-0.02269,0.0
20.61610,5.52282,0.07543,0.00000,0.03428,0.99576,-0.01720,0.0
20.61620,6.45032,0.11043,0.00000,0.03343,0.99833,-0.02245,0.0
20.61630,7.04532,0.30293,0.00000,0.03331,1.00003,-0.02098,0.0
20.61640,6.92282,0.33793,0.00000,0.03172,0.99576,-0.02367,0.0
20.61650,6.66032,0.67043,0.00000,0.03038,0.99698,-0.02708,0.0
20.61660,6.71282,0.21543,0.00000,0.03355,0.99442,-0.02428,0.0
20.61670,7.48282,0.61793,0.00000,0.03257,0.99747,-0.03026,0.0
20.61680,5.85532,0.30293,0.00000,0.03465,0.99674,-0.02574,0.0
20.61690,5.27782,0.54793,0.00000,0.03367,0.99711,-0.03306,0.0
20.61700,4.10532,0.14543,0.00000,0.03392,0.99650,-0.03306,0.0
20.61710,0.93782,0.09293,0.00000,0.03111,0.99650,-0.03599,0.0
20.61720,-5.15218,0.12793,0.00000,0.03318,0.99711,-0.04404,0.0
20.61730,-12.37968,-0.85207,0.00000,0.03392,0.99576,-0.04807,0.0
20.61740,-14.16468,-1.55207,0.00000,0.03477,0.99833,0.00464,0.0
20.61750,-1.42468,-0.95707,0.00000,0.03209,0.99503,0.02696,0.0
20.61760,20.06533,0.44293,0.00000,0.03306,0.99540,0.03367,0.0
20.61770,32.08783,1.66793,0.00000,0.03453,0.99686,-0.05417,0.0
20.61780,1.46282,1.16043,0.00000,0.03111,1.00125,-0.12224,0.0
20.61790,-13.34218,0.74043,0.00000,0.03587,0.99320,0.02830,0.0
20.61800,19.01533,0.14543,0.00000,0.03501,0.99637,0.00976,0.0
20.61810,22.63782,1.33543,0.00000,0.03209,0.99613,-0.04856,0.0
20.61820,12.83782,0.35543,0.00000,0.03148,0.99784,-0.05441,0.0
20.61830,5.20782,-0.01207,0.00000,0.03099,0.99784,-0.05417,0.0
20.61840,-2.68468,0.14543,0.00000,0.03343,0.99735,-0.04490,0.0
20.61850,-4.87218,-0.06457,0.00000,0.03294,0.99686,-0.03355,0.0
20.61860,-3.19218,-0.15207,0.00000,0.03355,0.99515,-0.02379,0.0
20.61870,-2.05468,0.09293,0.00000,0.03123,0.99625,-0.02647,0.0
20.61880,3.10782,-0.11707,0.00000,0.03294,0.99625,-0.02135,0.0
20.61890,5.03282,0.00543,0.00000,0.03050,0.99552,-0.03196,0.0
20.61900,4.71782,0.23293,0.00000,0.03209,0.99772,-0.03196,0.0
20.61910,6.80032,0.28543,0.00000,0.03221,0.99467,-0.02501,0.0
20.61920,7.23782,0.39043,0.00000,0.03562,0.99564,-0.04465,0.0
20.61930,3.91282,0.40793,0.00000,0.03684,0.99589,-0.03111,0.0
20.61940,3.84282,0.05793,0.00000,0.03416,0.99686,-0.03392,0.0
20.61950,4.03532,0.09293,0.00000,0.03318,0.99747,-0.03575,0.0
20.61960,4.19282,0.25043,0.00000,0.03221,0.99406,-0.03562,0.0
20.61970,4.17532,0.47793,0.00000,0.03282,0.99515,-0.02989,0.0
20.61980,4.40282,0.00543,0.00000,0.03282,0.99723,-0.03843,0.0
20.61990,2.58282,-0.01207,0.00000,0.03184,0.99625,-0.03526,0.0
20.62000,2.26782,0.12793,0.00000,0.03367,0.99430,-0.03648,0.0
20.62010,2.77532,0.12793,0.00000,0.03404,0.99698,-0.03575,0.0
20.62020,2.56532,0.12793,0.00000,0.03221,0.99564,-0.03514,0.0
20.62030,2.70532,0.28543,0.00000,0.02965,0.99662,-0.03575,0.0
20.62040,3.35282,0.04043,0.00000,0.03209,0.99418,-0.03233,0.0
20.62050,3.73782,0.33793,0.00000,0.03148,0.99796,-0.03477,0.0
20.62060,3.47532,0.35543,0.00000,0.03379,0.99674,-0.03721,0.0
