#2023/06/12 10:03:15
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
0.00000,3.11500,-4.56750,0.00000,0.01586,0.97088,-0.21179,2023,6,12,10,3,15,595
0.00010,2.83500,-4.35750,0.00000,0.01293,0.97222,-0.20716,2023,6,12,10,3,15,606
0.00020,2.99250,-4.79500,0.00000,0.01525,0.96905,-0.20899,2023,6,12,10,3,15,617
0.00030,3.06250,-4.65500,0.00000,0.01513,0.97185,-0.20935,2023,6,12,10,3,15,628
0.00040,3.04500,-4.77750,0.00000,0.01635,0.97149,-0.20935,2023,6,12,10,3,15,639
0.00050,2.92250,-4.81250,0.00000,0.01598,0.96758,-0.21252,2023,6,12,10,3,15,650
0.00060,2.99250,-4.56750,0.00000,0.01476,0.97124,-0.20899,2023,6,12,10,3,15,661
0.00070,3.01000,-4.65500,0.00000,0.01501,0.96953,-0.20923,2023,6,12,10,3,15,672
0.00080,3.15000,-4.70750,0.00000,0.01366,0.97307,-0.21277,2023,6,12,10,3,15,683
0.00090,3.11500,-4.72500,0.00000,0.01501,0.97246,-0.21204,2023,6,12,10,3,15,694
0.00100,3.15000,-4.62000,0.00000,0.01659,0.97283,-0.21155,2023,6,12,10,3,15,706
0.00110,3.09750,-4.65500,0.00000,0.01464,0.97210,-0.21143,2023,6,12,10,3,15,717
0.00120,3.04500,-4.58500,0.00000,0.01574,0.97100,-0.21118,2023,6,12,10,3,15,728
0.00130,3.04500,-4.58500,0.00000,0.01330,0.97258,-0.20996,2023,6,12,10,3,15,739
0.00140,3.23750,-4.53250,0.00000,0.01659,0.97088,-0.20947,2023,6,12,10,3,15,750
0.00150,3.01000,-4.56750,0.00000,0.01623,0.97173,-0.21008,2023,6,12,10,3,15,761
0.00160,3.11500,-4.60250,0.00000,0.01549,0.97100,-0.20984,2023,6,12,10,3,15,772
0.00170,3.11500,-4.55000,0.00000,0.01391,0.97063,-0.21228,2023,6,12,10,3,15,783
0.00180,3.09750,-4.37500,0.00000,0.01427,0.97027,-0.21021,2023,6,12,10,3,15,794
0.00190,3.02750,-4.53250,0.00000,0.01537,0.96953,-0.21033,2023,6,12,10,3,15,806
0.00200,2.92250,-4.51500,0.00000,0.01391,0.97075,-0.20960,2023,6,12,10,3,15,817
0.00210,2.94000,-4.62000,0.00000,0.01732,0.97124,-0.20825,2023,6,12,10,3,15,828
0.00220,3.04500,-4.63750,0.00000,0.01452,0.97027,-0.21069,2023,6,12,10,3,15,839
0.00230,2.94000,-4.77750,0.00000,0.01610,0.96966,-0.21143,2023,6,12,10,3,15,850
0.00240,2.92250,-4.58500,0.00000,0.01501,0.97197,-0.21106,2023,6,12,10,3,15,861
0.00250,3.01000,-4.51500,0.00000,0.01366,0.97088,-0.21338,2023,6,12,10,3,15,872
0.00260,2.87000,-4.51500,0.00000,0.01647,0.97051,-0.21045,2023,6,12,10,3,15,883
0.00270,2.95750,-4.79500,0.00000,0.01464,0.97197,-0.21179,2023,6,12,10,3,15,894
