#2023/06/12 10:01:52
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
0.00000,3.01000,-4.72500,0.00000,0.00549,0.96783,-0.22729,2023,6,12,10,1,52,832
0.00010,3.04500,-4.55000,0.00000,0.00476,0.97063,-0.22838,2023,6,12,10,1,52,843
0.00020,2.78250,-4.51500,0.00000,0.00512,0.96819,-0.22802,2023,6,12,10,1,52,854
0.00030,2.90500,-4.56750,0.00000,0.00744,0.96905,-0.22729,2023,6,12,10,1,52,865
0.00040,2.81750,-4.49750,0.00000,0.00512,0.96709,-0.22533,2023,6,12,10,1,52,876
0.00050,2.76500,-4.56750,0.00000,0.00537,0.96636,-0.22729,2023,6,12,10,1,52,887
0.00060,3.01000,-4.77750,0.00000,0.00256,0.97014,-0.22582,2023,6,12,10,1,52,898
0.00070,2.99250,-4.70750,0.00000,0.00403,0.96636,-0.22668,2023,6,12,10,1,52,909
0.00080,2.62500,-4.56750,0.00000,0.00561,0.96844,-0.22716,2023,6,12,10,1,52,920
0.00090,2.10000,-4.32250,0.00000,0.00451,0.96844,-0.22887,2023,6,12,10,1,52,931
0.00100,2.73000,-4.58500,0.00000,0.00744,0.96831,-0.22607,2023,6,12,10,1,52,943
0.00110,2.41500,-4.46250,0.00000,0.00525,0.96600,-0.22741,2023,6,12,10,1,52,954
0.00120,1.97750,-4.23500,0.00000,0.00561,0.96966,-0.22802,2023,6,12,10,1,52,965
0.00130,2.76500,-4.48000,0.00000,0.00561,0.96685,-0.22350,2023,6,12,10,1,52,976
0.00140,2.59000,-4.60250,0.00000,0.00561,0.96624,-0.22424,2023,6,12,10,1,52,987
0.00150,2.64250,-4.32250,0.00000,0.00512,0.96795,-0.22607,2023,6,12,10,1,52,998
0.00160,3.02750,-4.58500,0.00000,0.00610,0.96819,-0.22497,2023,6,12,10,1,52,9
0.00170,2.81750,-4.39250,0.00000,0.00586,0.96697,-0.22619,2023,6,12,10,1,52,20
0.00180,2.87000,-4.67250,0.00000,0.00610,0.96880,-0.22521,2023,6,12,10,1,52,31
0.00190,2.83500,-4.44500,0.00000,0.00586,0.96795,-0.22326,2023,6,12,10,1,52,43
0.00200,2.88750,-4.44500,0.00000,0.00427,0.96929,-0.22741,2023,6,12,10,1,52,54
0.00210,2.76500,-4.35750,0.00000,0.00610,0.96746,-0.22509,2023,6,12,10,1,52,65
0.00220,2.95750,-4.67250,0.00000,0.00488,0.96661,-0.22680,2023,6,12,10,1,52,76
0.00230,3.06250,-4.46250,0.00000,0.00512,0.96905,-0.22753,2023,6,12,10,1,52,87
0.00240,3.04500,-4.44500,0.00000,0.00622,0.96941,-0.22607,2023,6,12,10,1,52,98
0.00250,2.85250,-4.62000,0.00000,0.00720,0.96917,-0.22655,2023,6,12,10,1,52,109
0.00260,3.04500,-4.56750,0.00000,0.00464,0.96734,-0.22448,2023,6,12,10,1,52,120
0.00270,2.87000,-4.44500,0.00000,0.00439,0.96953,-0.22643,2023,6,12,10,1,52,131
0.00280,2.87000,-4.56750,0.00000,0.00586,0.96758,-0.22509,2023,6,12,10,1,52,143
0.00290,2.78250,-4.37500,0.00000,0.00573,0.96905,-0.22521,2023,6,12,10,1,52,154
0.00300,3.04500,-4.62000,0.00000,0.00610,0.96795,-0.22521,2023,6,12,10,1,52,165
0.00310,3.01000,-4.55000,0.00000,0.00586,0.96929,-0.22448,2023,6,12,10,1,52,176
0.00320,2.94000,-4.46250,0.00000,0.00586,0.96844,-0.22546,2023,6,12,10,1,52,187
0.00330,3.02750,-4.91750,0.00000,0.00659,0.96819,-0.22582,2023,6,12,10,1,52,198
0.00340,2.88750,-4.56750,0.00000,0.00683,0.96880,-0.22607,2023,6,12,10,1,52,209
0.00350,2.87000,-4.60250,0.00000,0.00488,0.96685,-0.22826,2023,6,12,10,1,52,220
0.00360,2.85250,-4.39250,0.00000,0.00500,0.96783,-0.22607,2023,6,12,10,1,52,231
0.00370,2.90500,-4.41000,0.00000,0.00586,0.96844,-0.22607,2023,6,12,10,1,52,243
0.00380,3.02750,-4.35750,0.00000,0.00549,0.96905,-0.22826,2023,6,12,10,1,52,254
0.00390,2.88750,-4.65500,0.00000,0.00329,0.96880,-0.22546,2023,6,12,10,1,52,265
0.00400,3.01000,-4.14750,0.00000,0.00671,0.96587,-0.22753,2023,6,12,10,1,52,276
0.00410,2.97500,-4.51500,0.00000,0.00561,0.97027,-0.22472,2023,6,12,10,1,52,287
0.00420,2.97500,-4.84750,0.00000,0.00512,0.96734,-0.22594,2023,6,12,10,1,52,298
0.00430,2.90500,-4.56750,0.00000,0.00439,0.96905,-0.22668,2023,6,12,10,1,52,309
0.00440,2.99250,-4.63750,0.00000,0.00549,0.96770,-0.22533,2023,6,12,10,1,53,0
0.00450,2.94000,-4.65500,0.00000,0.00634,0.96831,-0.22692,2023,6,12,10,1,53,11
0.00460,3.09750,-4.60250,0.00000,0.00586,0.96978,-0.22655,2023,6,12,10,1,53,23
0.00470,3.08000,-4.67250,0.00000,0.00622,0.96734,-0.22594,2023,6,12,10,1,53,34
0.00480,2.95750,-4.55000,0.00000,0.00598,0.96697,-0.22765,2023,6,12,10,1,53,45
0.00490,3.13250,-4.74250,0.00000,0.00561,0.96722,-0.22802,2023,6,12,10,1,53,56
0.00500,2.39750,-4.35750,0.00000,0.00525,0.96844,-0.23046,2023,6,12,10,1,53,67
0.00510,2.81750,-4.49750,0.00000,0.00634,0.96770,-0.22387,2023,6,12,10,1,53,78
0.00520,3.15000,-4.55000,0.00000,0.00207,0.96868,-0.22680,2023,6,12,10,1,53,89
0.00530,2.92250,-4.51500,0.00000,0.00744,0.96844,-0.22314,2023,6,12,10,1,53,100
0.00540,3.11500,-4.51500,0.00000,0.00622,0.96856,-0.22729,2023,6,12,10,1,53,111
0.00550,2.87000,-4.49750,0.00000,0.00708,0.96807,-0.22546,2023,6,12,10,1,53,123
0.00560,3.06250,-4.56750,0.00000,0.00500,0.96941,-0.22777,2023,6,12,10,1,53,134
0.00570,2.97500,-4.67250,0.00000,0.00500,0.96746,-0.22826,2023,6,12,10,1,53,145
0.00580,2.85250,-4.56750,0.00000,0.00586,0.96758,-0.22631,2023,6,12,10,1,53,156
0.00590,2.99250,-4.53250,0.00000,0.00695,0.96551,-0.22448,2023,6,12,10,1,53,167
0.00600,2.97500,-4.65500,0.00000,0.00769,0.96819,-0.22631,2023,6,12,10,1,53,178
0.00610,2.95750,-4.84750,0.00000,0.00634,0.96917,-0.22436,2023,6,12,10,1,53,189
0.00620,2.99250,-4.60250,0.00000,0.00695,0.96795,-0.22619,2023,6,12,10,1,53,200
0.00630,2.85250,-4.35750,0.00000,0.00403,0.96819,-0.22302,2023,6,12,10,1,53,211
0.00640,2.88750,-4.44500,0.00000,0.00610,0.96844,-0.22631,2023,6,12,10,1,53,223
0.00650,2.83500,-4.34000,0.00000,0.00476,0.96502,-0.22753,2023,6,12,10,1,53,234
0.00660,2.95750,-4.32250,0.00000,0.00549,0.96770,-0.22533,2023,6,12,10,1,53,245
0.00670,2.66000,-4.42750,0.00000,0.00683,0.96880,-0.22533,2023,6,12,10,1,53,256
0.00680,2.90500,-4.72500,0.00000,0.00769,0.96807,-0.22424,2023,6,12,10,1,53,267
