#2023/06/12 13:37:11
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
0.00000,2.87000,-4.84750,0.00000,-0.01025,0.01598,-0.99113,2023,6,12,13,37,11,812
0.00010,3.06250,-4.48000,0.00000,-0.00891,0.01196,-0.98918,2023,6,12,13,37,11,823
0.00020,2.81750,-4.42750,0.00000,-0.00915,0.01720,-0.98930,2023,6,12,13,37,11,834
0.00030,2.99250,-4.56750,0.00000,-0.00903,0.01586,-0.98783,2023,6,12,13,37,11,845
0.00040,2.80000,-4.28750,0.00000,-0.01098,0.01513,-0.98954,2023,6,12,13,37,11,856
0.00050,3.01000,-4.55000,0.00000,-0.01135,0.01427,-0.98930,2023,6,12,13,37,11,867
0.00060,2.85250,-4.67250,0.00000,-0.00891,0.01440,-0.98796,2023,6,12,13,37,11,878
0.00070,2.85250,-4.53250,0.00000,-0.01098,0.01464,-0.98576,2023,6,12,13,37,11,889
0.00080,3.01000,-4.74250,0.00000,-0.00988,0.01379,-0.99015,2023,6,12,13,37,11,900
0.00090,2.71250,-4.32250,0.00000,-0.00915,0.01427,-0.98674,2023,6,12,13,37,11,911
0.00100,2.76500,-4.35750,0.00000,-0.01037,0.01403,-0.98796,2023,6,12,13,37,11,923
0.00110,2.87000,-4.44500,0.00000,-0.01074,0.01403,-0.98698,2023,6,12,13,37,11,934
0.00120,2.97500,-4.67250,0.00000,-0.00866,0.01452,-0.98735,2023,6,12,13,37,11,945
0.00130,2.94000,-4.62000,0.00000,-0.00976,0.01647,-0.98576,2023,6,12,13,37,11,956
0.00140,2.87000,-4.51500,0.00000,-0.00817,0.01525,-0.99064,2023,6,12,13,37,11,967
0.00150,2.81750,-4.53250,0.00000,-0.00866,0.01440,-0.98905,2023,6,12,13,37,11,978
0.00160,2.74750,-4.44500,0.00000,-0.00952,0.01549,-0.98954,2023,6,12,13,37,11,989
0.00170,2.60750,-4.69000,0.00000,-0.00988,0.01342,-0.99052,2023,6,12,13,37,11,0
0.00180,3.04500,-4.60250,0.00000,-0.00817,0.01513,-0.98552,2023,6,12,13,37,11,11
0.00190,2.85250,-4.44500,0.00000,-0.00891,0.01586,-0.98783,2023,6,12,13,37,11,23
0.00200,2.87000,-4.51500,0.00000,-0.00976,0.01464,-0.98747,2023,6,12,13,37,11,34
0.00210,3.04500,-4.70750,0.00000,-0.00988,0.01464,-0.98832,2023,6,12,13,37,11,45
0.00220,2.94000,-4.62000,0.00000,-0.00976,0.01305,-0.98942,2023,6,12,13,37,11,56
0.00230,2.83500,-4.48000,0.00000,-0.00939,0.01354,-0.98966,2023,6,12,13,37,11,67
0.00240,2.83500,-4.55000,0.00000,-0.00866,0.01586,-0.99113,2023,6,12,13,37,11,78
0.00250,2.80000,-4.55000,0.00000,-0.00830,0.01427,-0.98808,2023,6,12,13,37,11,89
0.00260,2.94000,-4.62000,0.00000,-0.00903,0.01196,-0.99088,2023,6,12,13,37,11,100
0.00270,2.95750,-4.56750,0.00000,-0.00769,0.01610,-0.99210,2023,6,12,13,37,11,111
0.00280,2.90500,-4.58500,0.00000,-0.00903,0.01513,-0.99040,2023,6,12,13,37,11,123
0.00290,2.85250,-4.51500,0.00000,-0.01013,0.01330,-0.99003,2023,6,12,13,37,11,134
0.00300,3.06250,-4.48000,0.00000,-0.00854,0.01305,-0.98893,2023,6,12,13,37,11,145
0.00310,2.81750,-4.46250,0.00000,-0.00720,0.01610,-0.99064,2023,6,12,13,37,11,156
0.00320,2.95750,-4.62000,0.00000,-0.00793,0.01610,-0.98893,2023,6,12,13,37,11,167
0.00330,3.09750,-4.51500,0.00000,-0.01000,0.01452,-0.98905,2023,6,12,13,37,11,178
0.00340,2.85250,-4.63750,0.00000,-0.01049,0.01452,-0.98844,2023,6,12,13,37,11,189
0.00350,2.88750,-4.53250,0.00000,-0.00927,0.01354,-0.98905,2023,6,12,13,37,11,200
0.00360,3.13250,-4.58500,0.00000,-0.01110,0.01391,-0.98710,2023,6,12,13,37,11,211
0.00370,2.90500,-4.74250,0.00000,-0.01061,0.01464,-0.99186,2023,6,12,13,37,11,223
0.00380,2.95750,-4.46250,0.00000,-0.01000,0.01513,-0.98710,2023,6,12,13,37,11,234
0.00390,2.99250,-4.55000,0.00000,-0.00927,0.01415,-0.98808,2023,6,12,13,37,11,245
0.00400,2.97500,-4.56750,0.00000,-0.01037,0.01513,-0.98881,2023,6,12,13,37,11,256
0.00410,2.99250,-4.65500,0.00000,-0.01110,0.01318,-0.98759,2023,6,12,13,37,11,267
0.00420,2.97500,-4.69000,0.00000,-0.00891,0.01269,-0.99027,2023,6,12,13,37,11,278
0.00430,2.90500,-4.44500,0.00000,-0.00793,0.01379,-0.98783,2023,6,12,13,37,11,289
0.00440,3.04500,-4.63750,0.00000,-0.01159,0.01537,-0.98808,2023,6,12,13,37,11,300
0.00450,2.88750,-4.56750,0.00000,-0.00903,0.01330,-0.98759,2023,6,12,13,37,12,1
0.00460,3.04500,-4.62000,0.00000,-0.00769,0.01525,-0.98698,2023,6,12,13,37,12,13
0.00470,2.80000,-4.51500,0.00000,-0.00830,0.01183,-0.98942,2023,6,12,13,37,12,24
0.00480,2.87000,-4.70750,0.00000,-0.01183,0.01415,-0.98820,2023,6,12,13,37,12,35
0.00490,2.69500,-4.62000,0.00000,-0.01013,0.01501,-0.98893,2023,6,12,13,37,12,46
0.00500,2.83500,-4.53250,0.00000,-0.01122,0.01366,-0.98686,2023,6,12,13,37,12,57
0.00510,2.78250,-4.37500,0.00000,-0.00976,0.01281,-0.98930,2023,6,12,13,37,12,68
0.00520,3.11500,-4.74250,0.00000,-0.01013,0.01366,-0.98796,2023,6,12,13,37,12,79
0.00530,2.88750,-4.48000,0.00000,-0.01013,0.01427,-0.98869,2023,6,12,13,37,12,90
0.00540,2.80000,-4.44500,0.00000,-0.00988,0.01501,-0.98808,2023,6,12,13,37,12,101
0.00550,2.95750,-4.76000,0.00000,-0.00878,0.01562,-0.98869,2023,6,12,13,37,12,113
0.00560,2.99250,-4.77750,0.00000,-0.00891,0.01525,-0.98808,2023,6,12,13,37,12,124
0.00570,2.95750,-4.60250,0.00000,-0.00854,0.01366,-0.98869,2023,6,12,13,37,12,135
0.00580,2.94000,-4.53250,0.00000,-0.00854,0.01354,-0.98674,2023,6,12,13,37,12,146
0.00590,2.76500,-4.56750,0.00000,-0.00964,0.01415,-0.98820,2023,6,12,13,37,12,157
0.00600,2.74750,-4.51500,0.00000,-0.00842,0.01293,-0.98893,2023,6,12,13,37,12,168
0.00610,2.95750,-4.48000,0.00000,-0.01037,0.01464,-0.98588,2023,6,12,13,37,12,179
0.00620,2.85250,-4.44500,0.00000,-0.00903,0.01366,-0.98759,2023,6,12,13,37,12,190
0.00630,2.74750,-4.32250,0.00000,-0.01025,0.01525,-0.98808,2023,6,12,13,37,12,201
0.00640,2.85250,-4.42750,0.00000,-0.00964,0.01440,-0.98796,2023,6,12,13,37,12,213
0.00650,2.88750,-4.53250,0.00000,-0.00964,0.01610,-0.98966,2023,6,12,13,37,12,224
0.00660,2.81750,-4.49750,0.00000,-0.00952,0.01415,-0.98979,2023,6,12,13,37,12,235
0.00670,3.09750,-4.46250,0.00000,-0.01110,0.01391,-0.99174,2023,6,12,13,37,12,246
0.00680,2.85250,-4.48000,0.00000,-0.00903,0.01562,-0.98881,2023,6,12,13,37,12,257
0.00690,2.74750,-4.35750,0.00000,-0.00866,0.01549,-0.98832,2023,6,12,13,37,12,268
0.00700,2.99250,-4.77750,0.00000,-0.00939,0.01244,-0.99076,2023,6,12,13,37,12,279
0.00710,2.88750,-4.55000,0.00000,-0.00903,0.01305,-0.98930,2023,6,12,13,37,12,290
0.00720,2.83500,-4.48000,0.00000,-0.01074,0.01415,-0.98930,2023,6,12,13,37,12,301
0.00730,2.80000,-4.56750,0.00000,-0.00976,0.01440,-0.98832,2023,6,12,13,37,12,313
0.00740,2.80000,-4.56750,0.00000,-0.01257,0.01452,-0.98686,2023,6,12,13,37,12,324
0.00750,2.88750,-4.35750,0.00000,-0.01049,0.01220,-0.98869,2023,6,12,13,37,12,335
0.00760,2.80000,-4.56750,0.00000,-0.00903,0.01391,-0.98576,2023,6,12,13,37,12,346
0.00770,2.83500,-4.53250,0.00000,-0.00793,0.01464,-0.98808,2023,6,12,13,37,12,357
0.00780,2.95750,-4.39250,0.00000,-0.00964,0.01476,-0.98747,2023,6,12,13,37,12,368
0.00790,2.95750,-4.37500,0.00000,-0.01013,0.01562,-0.98905,2023,6,12,13,37,12,379
0.00800,2.85250,-4.44500,0.00000,-0.00915,0.01403,-0.98783,2023,6,12,13,37,12,390
0.00810,2.90500,-4.60250,0.00000,-0.00939,0.01525,-0.99076,2023,6,12,13,37,12,401
0.00820,3.08000,-4.63750,0.00000,-0.01013,0.01562,-0.98991,2023,6,12,13,37,12,413
0.00830,2.83500,-4.56750,0.00000,-0.00976,0.01391,-0.98979,2023,6,12,13,37,12,424
0.00840,2.87000,-4.88250,0.00000,-0.01025,0.01257,-0.99064,2023,6,12,13,37,12,435
0.00850,2.90500,-4.49750,0.00000,-0.00927,0.01281,-0.99003,2023,6,12,13,37,12,446
0.00860,2.94000,-4.62000,0.00000,-0.00744,0.01366,-0.98613,2023,6,12,13,37,12,457
0.00870,2.97500,-4.49750,0.00000,-0.00976,0.01330,-0.99040,2023,6,12,13,37,12,468
0.00880,2.97500,-4.53250,0.00000,-0.00988,0.01415,-0.98905,2023,6,12,13,37,12,479
0.00890,3.06250,-4.58500,0.00000,-0.00781,0.01403,-0.98808,2023,6,12,13,37,12,490
0.00900,2.87000,-4.60250,0.00000,-0.01013,0.01452,-0.98918,2023,6,12,13,37,12,501
0.00910,2.99250,-4.53250,0.00000,-0.01086,0.01403,-0.98747,2023,6,12,13,37,12,513
0.00920,2.85250,-4.25250,0.00000,-0.01196,0.01366,-0.98796,2023,6,12,13,37,12,524
0.00930,2.81750,-4.46250,0.00000,-0.01110,0.01574,-0.98710,2023,6,12,13,37,12,535
0.00940,2.83500,-4.58500,0.00000,-0.00805,0.01549,-0.98747,2023,6,12,13,37,12,546
0.00950,2.88750,-4.60250,0.00000,-0.00988,0.01330,-0.99040,2023,6,12,13,37,12,557
0.00960,2.99250,-4.55000,0.00000,-0.01061,0.01318,-0.98698,2023,6,12,13,37,12,568
0.00970,2.87000,-4.60250,0.00000,-0.00830,0.01305,-0.98722,2023,6,12,13,37,12,579
0.00980,2.92250,-4.51500,0.00000,-0.01013,0.01635,-0.98857,2023,6,12,13,37,12,590
0.00990,3.04500,-4.49750,0.00000,-0.00988,0.01476,-0.98661,2023,6,12,13,37,12,601
0.01000,3.06250,-4.53250,0.00000,-0.00988,0.01366,-0.99015,2023,6,12,13,37,12,613
0.01010,2.99250,-4.74250,0.00000,-0.01074,0.01501,-0.98576,2023,6,12,13,37,12,624
0.01020,2.90500,-4.51500,0.00000,-0.01025,0.01452,-0.99320,2023,6,12,13,37,12,635
0.01030,2.73000,-4.48000,0.00000,-0.00793,0.01525,-0.99015,2023,6,12,13,37,12,646
0.01040,2.95750,-4.53250,0.00000,-0.00976,0.01379,-0.99015,2023,6,12,13,37,12,657
0.01050,2.90500,-4.65500,0.00000,-0.01049,0.01342,-0.98735,2023,6,12,13,37,12,668
0.01060,2.74750,-4.49750,0.00000,-0.00683,0.01354,-0.98857,2023,6,12,13,37,12,679
0.01070,2.80000,-4.44500,0.00000,-0.00988,0.01391,-0.99247,2023,6,12,13,37,12,690
0.01080,2.87000,-4.44500,0.00000,-0.01074,0.01391,-0.98722,2023,6,12,13,37,12,701
0.01090,2.94000,-4.65500,0.00000,-0.01013,0.01513,-0.98991,2023,6,12,13,37,12,713
0.01100,2.87000,-4.35750,0.00000,-0.00830,0.01501,-0.98661,2023,6,12,13,37,12,724
0.01110,2.97500,-4.58500,0.00000,-0.01159,0.01427,-0.99186,2023,6,12,13,37,12,735
0.01120,2.88750,-4.67250,0.00000,-0.00964,0.01183,-0.99076,2023,6,12,13,37,12,746
0.01130,2.78250,-4.53250,0.00000,-0.00915,0.01452,-0.98942,2023,6,12,13,37,12,757
0.01140,2.94000,-4.70750,0.00000,-0.00939,0.01549,-0.98930,2023,6,12,13,37,12,768
0.01150,2.83500,-4.77750,0.00000,-0.00756,0.01354,-0.99040,2023,6,12,13,37,12,779
0.01160,2.83500,-4.63750,0.00000,-0.01037,0.01379,-0.98930,2023,6,12,13,37,12,790
0.01170,2.83500,-4.49750,0.00000,-0.00964,0.01464,-0.98857,2023,6,12,13,37,12,801
0.01180,2.76500,-4.44500,0.00000,-0.00708,0.01305,-0.98710,2023,6,12,13,37,12,813
0.01190,2.78250,-4.51500,0.00000,-0.00988,0.01562,-0.99137,2023,6,12,13,37,12,824
0.01200,2.76500,-4.53250,0.00000,-0.01049,0.01305,-0.99137,2023,6,12,13,37,12,835
0.01210,2.88750,-4.42750,0.00000,-0.00903,0.01403,-0.98918,2023,6,12,13,37,12,846
0.01220,2.81750,-4.67250,0.00000,-0.01244,0.01427,-0.98832,2023,6,12,13,37,12,857
0.01230,2.81750,-4.55000,0.00000,-0.00988,0.01659,-0.98735,2023,6,12,13,37,12,868
0.01240,2.76500,-4.35750,0.00000,-0.00976,0.01513,-0.98796,2023,6,12,13,37,12,879
0.01250,2.95750,-4.63750,0.00000,-0.01013,0.01635,-0.98954,2023,6,12,13,37,12,890
0.01260,2.95750,-4.34000,0.00000,-0.01098,0.01525,-0.98796,2023,6,12,13,37,12,901
0.01270,2.85250,-4.41000,0.00000,-0.00939,0.01330,-0.98930,2023,6,12,13,37,12,913
0.01280,2.83500,-4.62000,0.00000,-0.00891,0.01293,-0.98735,2023,6,12,13,37,12,924
0.01290,3.01000,-4.60250,0.00000,-0.00647,0.01391,-0.98979,2023,6,12,13,37,12,935
0.01300,2.95750,-4.56750,0.00000,-0.01086,0.01586,-0.98600,2023,6,12,13,37,12,946
0.01310,2.87000,-4.48000,0.00000,-0.01025,0.01293,-0.98991,2023,6,12,13,37,12,957
0.01320,2.90500,-4.65500,0.00000,-0.00903,0.01366,-0.98613,2023,6,12,13,37,12,968
0.01330,2.85250,-4.48000,0.00000,-0.00939,0.01354,-0.98893,2023,6,12,13,37,13,9
0.01340,2.92250,-4.72500,0.00000,-0.00878,0.01391,-0.98613,2023,6,12,13,37,13,20
0.01350,2.97500,-4.60250,0.00000,-0.00903,0.01293,-0.98783,2023,6,12,13,37,13,31
