#2023/06/12 15:41:17
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
0.46370,2.95750,-4.51500,0.00000,-0.01171,0.01208,-0.98820,2023,6,12,15,41,17,722
0.46380,3.29000,-4.67250,0.00000,-0.01061,0.01135,-0.98820,2023,6,12,15,41,17,733
0.46390,2.97500,-4.69000,0.00000,-0.00842,0.00988,-0.98783,2023,6,12,15,41,17,744
0.46400,3.04500,-4.56750,0.00000,-0.01220,0.01086,-0.98698,2023,6,12,15,41,17,755
0.46410,2.95750,-4.56750,0.00000,-0.01000,0.01000,-0.98674,2023,6,12,15,41,17,766
0.46420,3.18500,-4.53250,0.00000,-0.00939,0.01183,-0.98747,2023,6,12,15,41,17,777
0.46430,3.11500,-4.55000,0.00000,-0.01122,0.01171,-0.99137,2023,6,12,15,41,17,788
0.46440,3.06250,-4.67250,0.00000,-0.01086,0.01220,-0.98783,2023,6,12,15,41,17,799
0.46450,3.08000,-4.69000,0.00000,-0.01281,0.01244,-0.98966,2023,6,12,15,41,17,810
0.46460,2.99250,-4.74250,0.00000,-0.01171,0.01220,-0.98966,2023,6,12,15,41,17,821
0.46470,2.97500,-4.65500,0.00000,-0.01074,0.01110,-0.99027,2023,6,12,15,41,17,833
0.46480,3.11500,-4.51500,0.00000,-0.01147,0.00915,-0.99040,2023,6,12,15,41,17,844
0.46490,3.04500,-4.39250,0.00000,-0.01147,0.01147,-0.99113,2023,6,12,15,41,17,855
0.46500,2.95750,-4.55000,0.00000,-0.01159,0.01025,-0.98918,2023,6,12,15,41,17,866
0.46510,2.97500,-4.46250,0.00000,-0.01183,0.01171,-0.99003,2023,6,12,15,41,17,877
0.46520,2.94000,-4.53250,0.00000,-0.01086,0.01135,-0.98686,2023,6,12,15,41,17,888
0.46530,3.06250,-4.67250,0.00000,-0.01110,0.01196,-0.98808,2023,6,12,15,41,17,899
0.46540,2.99250,-4.74250,0.00000,-0.01196,0.00976,-0.98649,2023,6,12,15,41,17,910
0.46550,2.99250,-4.46250,0.00000,-0.01025,0.01025,-0.98759,2023,6,12,15,41,17,921
0.46560,2.87000,-4.48000,0.00000,-0.01147,0.00939,-0.98783,2023,6,12,15,41,17,933
0.46570,3.01000,-4.62000,0.00000,-0.01110,0.01281,-0.98625,2023,6,12,15,41,17,944
0.46580,3.02750,-4.55000,0.00000,-0.01269,0.00903,-0.98637,2023,6,12,15,41,17,955
0.46590,3.02750,-4.37500,0.00000,-0.00805,0.01366,-0.98722,2023,6,12,15,41,17,966
0.46600,3.11500,-4.39250,0.00000,-0.01025,0.01196,-0.98649,2023,6,12,15,41,17,977
0.46610,3.15000,-4.70750,0.00000,-0.01171,0.01049,-0.98783,2023,6,12,15,41,17,988
0.46620,2.87000,-4.60250,0.00000,-0.01061,0.01135,-0.98674,2023,6,12,15,41,17,999
0.46630,3.01000,-4.63750,0.00000,-0.01037,0.01269,-0.99174,2023,6,12,15,41,17,10
0.46640,3.08000,-4.55000,0.00000,-0.01220,0.01000,-0.98857,2023,6,12,15,41,17,21
0.46650,3.02750,-4.41000,0.00000,-0.01135,0.01342,-0.98759,2023,6,12,15,41,17,33
0.46660,3.04500,-4.65500,0.00000,-0.00903,0.01147,-0.98503,2023,6,12,15,41,17,44
0.46670,2.87000,-4.65500,0.00000,-0.01110,0.01269,-0.98930,2023,6,12,15,41,17,55
0.46680,3.02750,-4.56750,0.00000,-0.01013,0.01074,-0.98991,2023,6,12,15,41,17,66
0.46690,2.87000,-4.63750,0.00000,-0.00976,0.01171,-0.98869,2023,6,12,15,41,17,77
0.46700,2.92250,-4.72500,0.00000,-0.00952,0.01049,-0.98844,2023,6,12,15,41,17,88
