#2023/06/07 15:45:18
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
44.45900,-0.03220,-0.23923,0.00000,0.02879,0.97612,-0.18995,0.0,2023,6,7,15,45,18,268
44.45910,0.00280,-0.08173,0.00000,0.02940,0.97539,-0.19105,0.0,2023,6,7,15,45,18,278
44.45920,0.09030,-0.01173,0.00000,0.02989,0.97600,-0.19288,0.0,2023,6,7,15,45,18,288
44.45930,-0.06720,0.07577,0.00000,0.02989,0.97417,-0.19288,0.0,2023,6,7,15,45,18,298
44.45940,0.03780,-0.04673,0.00000,0.02989,0.97441,-0.19093,0.0,2023,6,7,15,45,18,308
44.45950,-0.10220,0.12827,0.00000,0.02928,0.97466,-0.19008,0.0,2023,6,7,15,45,18,318
44.45960,-0.03220,-0.01173,0.00000,0.02916,0.97490,-0.19227,0.0,2023,6,7,15,45,18,328
44.45970,0.05530,0.09327,0.00000,0.03013,0.97624,-0.19422,0.0,2023,6,7,15,45,18,338
44.45980,0.02030,0.00577,0.00000,0.03038,0.97380,-0.19239,0.0,2023,6,7,15,45,18,348
44.45990,-0.06720,-0.02923,0.00000,0.02952,0.97539,-0.19215,0.0,2023,6,7,15,45,18,358
44.46000,0.03780,-0.06423,0.00000,0.02904,0.97515,-0.19239,0.0,2023,6,7,15,45,18,368
44.46010,-0.15470,0.21577,0.00000,0.03099,0.97710,-0.19227,0.0,2023,6,7,15,45,18,378
44.46020,-0.03220,-0.01173,0.00000,0.03160,0.97612,-0.19166,0.0,2023,6,7,15,45,18,388
44.46030,-0.20720,0.00577,0.00000,0.02989,0.97637,-0.19337,0.0,2023,6,7,15,45,18,398
44.46040,-0.03220,-0.02923,0.00000,0.03111,0.97539,-0.19069,0.0,2023,6,7,15,45,18,408
44.46050,0.03780,-0.15173,0.00000,0.03001,0.97563,-0.19142,0.0,2023,6,7,15,45,18,418
44.46060,-0.03220,-0.02923,0.00000,0.03050,0.97527,-0.19178,0.0,2023,6,7,15,45,18,428
44.46070,0.03780,-0.01173,0.00000,0.03074,0.97661,-0.19154,0.0,2023,6,7,15,45,18,438
44.46080,0.05530,-0.15173,0.00000,0.03050,0.97429,-0.19349,0.0,2023,6,7,15,45,18,448
44.46090,0.16030,-0.09923,0.00000,0.02806,0.97466,-0.19105,0.0,2023,6,7,15,45,18,458
44.46100,0.09030,-0.16923,0.00000,0.03123,0.97612,-0.19093,0.0,2023,6,7,15,45,18,468
44.46110,-0.20720,0.12827,0.00000,0.02843,0.97649,-0.19288,0.0,2023,6,7,15,45,18,478
44.46120,0.09030,0.09327,0.00000,0.02782,0.97527,-0.19142,0.0,2023,6,7,15,45,18,488
44.46130,-0.01470,0.04077,0.00000,0.03099,0.97551,-0.19264,0.0,2023,6,7,15,45,18,498
44.46140,0.02030,-0.01173,0.00000,0.03184,0.97649,-0.19288,0.0,2023,6,7,15,45,18,508
44.46150,0.03780,0.12827,0.00000,0.03026,0.97576,-0.19227,0.0,2023,6,7,15,45,18,518
44.46160,0.07280,0.00577,0.00000,0.03050,0.97600,-0.19239,0.0,2023,6,7,15,45,18,528
44.46170,0.00280,-0.01173,0.00000,0.03050,0.97673,-0.19215,0.0,2023,6,7,15,45,18,538
