#2023/06/07 16:48:15
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
47.01280,0.00192,0.10412,0.00000,0.02818,0.97405,-0.19154,0.0,2023,6,7,16,48,16,486
47.01290,0.07192,-0.21087,0.00000,0.02843,0.97563,-0.18898,0.0,2023,6,7,16,48,16,497
47.01300,-0.03308,-0.01837,0.00000,0.03221,0.97563,-0.18873,0.0,2023,6,7,16,48,16,508
47.01310,-0.19058,0.22663,0.00000,0.03172,0.97527,-0.18776,0.0,2023,6,7,16,48,16,519
47.01320,-0.01558,-0.01837,0.00000,0.03087,0.97759,-0.18605,0.0,2023,6,7,16,48,16,530
47.01330,0.15942,0.05162,0.00000,0.03318,0.97649,-0.19154,0.0,2023,6,7,16,48,16,542
47.01340,-0.03308,0.03412,0.00000,0.03038,0.97832,-0.18922,0.0,2023,6,7,16,48,16,553
47.01350,0.00192,-0.00087,0.00000,0.03148,0.97661,-0.18654,0.0,2023,6,7,16,48,16,564
47.01360,0.08942,-0.08838,0.00000,0.03087,0.97673,-0.18690,0.0,2023,6,7,16,48,16,575
47.01370,0.05442,0.06912,0.00000,0.03294,0.97710,-0.18995,0.0,2023,6,7,16,48,16,587
47.01380,-0.15558,-0.05337,0.00000,0.03111,0.97734,-0.19117,0.0,2023,6,7,16,48,16,598
47.01390,0.08942,-0.10588,0.00000,0.03050,0.97661,-0.19056,0.0,2023,6,7,16,48,16,609
47.01400,0.08942,-0.10588,0.00000,0.03074,0.97856,-0.19117,0.0,2023,6,7,16,48,16,620
47.01410,0.05442,-0.08838,0.00000,0.02952,0.97673,-0.19020,0.0,2023,6,7,16,48,16,631
47.01420,0.08942,-0.10588,0.00000,0.03282,0.97722,-0.19032,0.0,2023,6,7,16,48,16,643
47.01430,0.08942,0.10412,0.00000,0.03001,0.97722,-0.18629,0.0,2023,6,7,16,48,16,654
47.01440,-0.17308,0.20913,0.00000,0.02855,0.97454,-0.18764,0.0,2023,6,7,16,48,16,665
47.01450,-0.15558,-0.12338,0.00000,0.03099,0.97746,-0.18983,0.0,2023,6,7,16,48,16,676
47.01460,-0.05058,-0.28087,0.00000,0.03099,0.97405,-0.18861,0.0,2023,6,7,16,48,16,688
47.01470,-0.01558,0.01663,0.00000,0.03099,0.97588,-0.18812,0.0,2023,6,7,16,48,16,699
47.01480,-0.20808,0.12162,0.00000,0.03270,0.97710,-0.18825,0.0,2023,6,7,16,48,16,710
47.01490,-0.03308,0.10412,0.00000,0.02879,0.97795,-0.18898,0.0,2023,6,7,16,48,16,721
47.01500,0.00192,-0.15838,0.00000,0.03270,0.97612,-0.18983,0.0,2023,6,7,16,48,16,733
47.01510,0.07192,-0.08838,0.00000,0.03111,0.97502,-0.19044,0.0,2023,6,7,16,48,16,744
47.01520,-0.12058,0.01663,0.00000,0.03099,0.97698,-0.18910,0.0,2023,6,7,16,48,16,755
47.01530,-0.08558,-0.03587,0.00000,0.03013,0.97771,-0.19215,0.0,2023,6,7,16,48,16,766
47.01540,-0.01558,0.06912,0.00000,0.03099,0.97551,-0.18727,0.0,2023,6,7,16,48,16,777
47.01550,-0.17308,0.08662,0.00000,0.03184,0.97649,-0.18800,0.0,2023,6,7,16,48,16,789
47.01560,0.03692,0.10412,0.00000,0.02904,0.97576,-0.18983,0.0,2023,6,7,16,48,16,800
47.01570,0.03692,-0.19338,0.00000,0.03038,0.97576,-0.19032,0.0,2023,6,7,16,48,16,811
47.01580,-0.01558,-0.08838,0.00000,0.02977,0.97673,-0.19069,0.0,2023,6,7,16,48,16,822
47.01590,0.08942,-0.00087,0.00000,0.03123,0.97685,-0.18776,0.0,2023,6,7,16,48,16,834
47.01600,0.00192,0.26162,0.00000,0.03099,0.97576,-0.18849,0.0,2023,6,7,16,48,16,845
47.01610,-0.05058,0.08662,0.00000,0.03135,0.97576,-0.19264,0.0,2023,6,7,16,48,16,856
47.01620,-0.10308,0.05162,0.00000,0.02891,0.97612,-0.18727,0.0,2023,6,7,16,48,16,867
47.01630,0.08942,-0.24587,0.00000,0.03355,0.97576,-0.19032,0.0,2023,6,7,16,48,16,879
47.01640,-0.01558,-0.19338,0.00000,0.02904,0.97673,-0.18788,0.0,2023,6,7,16,48,16,890
47.01650,0.12442,-0.07088,0.00000,0.03306,0.97563,-0.19215,0.0,2023,6,7,16,48,16,901
47.01660,-0.15558,-0.14088,0.00000,0.03318,0.97454,-0.18666,0.0,2023,6,7,16,48,16,912
47.01670,-0.03308,-0.08838,0.00000,0.03038,0.97771,-0.19081,0.0,2023,6,7,16,48,16,923
47.01680,0.05442,-0.22837,0.00000,0.03135,0.97429,-0.18898,0.0,2023,6,7,16,48,16,935
47.01690,0.05442,-0.10588,0.00000,0.02843,0.97600,-0.19117,0.0,2023,6,7,16,48,16,946
47.01700,-0.17308,0.15663,0.00000,0.03123,0.97466,-0.18825,0.0,2023,6,7,16,48,16,957
47.01710,-0.03308,0.03412,0.00000,0.03001,0.97929,-0.18678,0.0,2023,6,7,16,48,16,968
47.01720,0.05442,0.15663,0.00000,0.02940,0.97673,-0.18715,0.0,2023,6,7,16,48,16,980
47.01730,0.10692,-0.15838,0.00000,0.03099,0.97515,-0.18837,0.0,2023,6,7,16,48,16,991
47.01740,0.15942,-0.00087,0.00000,0.03343,0.97783,-0.18886,0.0,2023,6,7,16,48,16,1002
47.01750,0.00192,-0.08838,0.00000,0.03074,0.97551,-0.18666,0.0,2023,6,7,16,48,17,3
47.01760,0.01942,-0.08838,0.00000,0.03074,0.97771,-0.18934,0.0,2023,6,7,16,48,17,15
47.01770,0.17692,0.03412,0.00000,0.03123,0.97710,-0.18800,0.0,2023,6,7,16,48,17,26
47.01780,0.00192,-0.19338,0.00000,0.03270,0.97624,-0.18849,0.0,2023,6,7,16,48,17,37
47.01790,0.01942,-0.05337,0.00000,0.03038,0.97795,-0.19203,0.0,2023,6,7,16,48,17,48
47.01800,0.14192,-0.17588,0.00000,0.03135,0.97673,-0.18934,0.0,2023,6,7,16,48,17,59
47.01810,-0.05058,-0.05337,0.00000,0.03050,0.97478,-0.18922,0.0,2023,6,7,16,48,17,71
47.01820,-0.03308,-0.10588,0.00000,0.03050,0.97795,-0.18898,0.0,2023,6,7,16,48,17,82
47.01830,0.26442,-0.08838,0.00000,0.02965,0.97588,-0.18886,0.0,2023,6,7,16,48,17,93
47.01840,0.21192,-0.24587,0.00000,0.02928,0.97588,-0.19117,0.0,2023,6,7,16,48,17,104
47.01850,0.10692,-0.42087,0.00000,0.02904,0.97844,-0.18971,0.0,2023,6,7,16,48,17,116
47.01860,0.07192,-0.17588,0.00000,0.03160,0.97844,-0.18861,0.0,2023,6,7,16,48,17,127
47.01870,-0.15558,0.17413,0.00000,0.02818,0.97649,-0.18922,0.0,2023,6,7,16,48,17,138
47.01880,-0.08558,0.15663,0.00000,0.03099,0.97576,-0.18800,0.0,2023,6,7,16,48,17,149
47.01890,0.08942,-0.00087,0.00000,0.03074,0.97746,-0.18739,0.0,2023,6,7,16,48,17,161
47.01900,-0.01558,-0.01837,0.00000,0.03099,0.97539,-0.18642,0.0,2023,6,7,16,48,17,172
47.01910,-0.01558,-0.07088,0.00000,0.03282,0.97417,-0.18690,0.0,2023,6,7,16,48,17,183
47.01920,0.01942,-0.24587,0.00000,0.02952,0.97576,-0.18873,0.0,2023,6,7,16,48,17,194
47.01930,-0.12058,-0.03587,0.00000,0.03111,0.97576,-0.18690,0.0,2023,6,7,16,48,17,205
47.01940,0.12442,-0.14088,0.00000,0.03233,0.97710,-0.18825,0.0,2023,6,7,16,48,17,217
47.01950,0.00192,-0.01837,0.00000,0.03013,0.97807,-0.18690,0.0,2023,6,7,16,48,17,228
47.01960,0.03692,0.08662,0.00000,0.02977,0.97612,-0.18715,0.0,2023,6,7,16,48,17,239
47.01970,-0.10308,0.03412,0.00000,0.02794,0.97588,-0.19008,0.0,2023,6,7,16,48,17,250
47.01980,0.12442,-0.12338,0.00000,0.03331,0.97624,-0.18849,0.0,2023,6,7,16,48,17,262
