#2023/06/07 16:27:19
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
45.41650,0.17920,0.02187,0.00000,0.03123,0.97600,-0.18593,0.0,2023,6,7,16,27,20,430
45.41660,-0.15330,-0.06563,0.00000,0.03196,0.97563,-0.18629,0.0,2023,6,7,16,27,20,441
45.41670,-0.17080,-0.18813,0.00000,0.03233,0.97588,-0.18812,0.0,2023,6,7,16,27,20,453
45.41680,0.16170,0.02187,0.00000,0.03026,0.97600,-0.18837,0.0,2023,6,7,16,27,20,464
45.41690,0.07420,0.00437,0.00000,0.03099,0.97576,-0.18727,0.0,2023,6,7,16,27,20,476
45.41700,0.19670,0.05687,0.00000,0.02904,0.97746,-0.18629,0.0,2023,6,7,16,27,20,487
45.41710,0.02170,-0.20563,0.00000,0.03148,0.97698,-0.18678,0.0,2023,6,7,16,27,20,499
45.41720,-0.03080,-0.18813,0.00000,0.02989,0.97527,-0.18751,0.0,2023,6,7,16,27,20,510
45.41730,0.05670,0.09187,0.00000,0.03074,0.97600,-0.18605,0.0,2023,6,7,16,27,20,522
45.41740,-0.08330,-0.13563,0.00000,0.03331,0.97710,-0.18605,0.0,2023,6,7,16,27,20,533
45.41750,-0.18830,0.07437,0.00000,0.03282,0.97588,-0.18617,0.0,2023,6,7,16,27,20,545
45.41760,0.14420,-0.10063,0.00000,0.03099,0.97673,-0.18715,0.0,2023,6,7,16,27,20,556
45.41770,0.00420,-0.17063,0.00000,0.03062,0.97441,-0.18629,0.0,2023,6,7,16,27,20,568
45.41780,-0.17080,-0.04813,0.00000,0.03221,0.97893,-0.18495,0.0,2023,6,7,16,27,20,579
45.41790,-0.01330,-0.15313,0.00000,0.02952,0.97515,-0.18861,0.0,2023,6,7,16,27,20,591
45.41800,0.05670,-0.10063,0.00000,0.03172,0.97661,-0.18666,0.0,2023,6,7,16,27,20,602
45.41810,0.02170,-0.03063,0.00000,0.03123,0.97637,-0.18690,0.0,2023,6,7,16,27,20,614
45.41820,-0.17080,0.12687,0.00000,0.03026,0.97649,-0.18666,0.0,2023,6,7,16,27,20,625
45.41830,0.03920,-0.15313,0.00000,0.03001,0.97807,-0.18910,0.0,2023,6,7,16,27,20,637
45.41840,0.07420,0.09187,0.00000,0.03050,0.97685,-0.18690,0.0,2023,6,7,16,27,20,648
45.41850,-0.10080,-0.15313,0.00000,0.03440,0.97685,-0.18727,0.0,2023,6,7,16,27,20,660
45.41860,0.09170,0.07437,0.00000,0.03111,0.97746,-0.18934,0.0,2023,6,7,16,27,20,671
45.41870,-0.13580,0.09187,0.00000,0.02977,0.97527,-0.18959,0.0,2023,6,7,16,27,20,683
45.41880,-0.10080,-0.10063,0.00000,0.03160,0.97673,-0.18751,0.0,2023,6,7,16,27,20,694
45.41890,0.09170,-0.04813,0.00000,0.03111,0.97746,-0.18886,0.0,2023,6,7,16,27,20,706
45.41900,-0.13580,0.03937,0.00000,0.03209,0.97722,-0.18654,0.0,2023,6,7,16,27,20,717
45.41910,-0.03080,-0.03063,0.00000,0.03233,0.97649,-0.18934,0.0,2023,6,7,16,27,20,729
45.41920,-0.08330,-0.04813,0.00000,0.03440,0.97502,-0.18532,0.0,2023,6,7,16,27,20,740
45.41930,0.19670,-0.25813,0.00000,0.03013,0.97576,-0.18617,0.0,2023,6,7,16,27,20,752
45.41940,-0.08330,-0.06563,0.00000,0.03087,0.97710,-0.18776,0.0,2023,6,7,16,27,20,763
45.41950,-0.01330,0.21437,0.00000,0.03062,0.97612,-0.18764,0.0,2023,6,7,16,27,20,775
45.41960,0.03920,-0.20563,0.00000,0.03306,0.97795,-0.18837,0.0,2023,6,7,16,27,20,786
45.41970,0.05670,0.09187,0.00000,0.03001,0.97771,-0.18690,0.0,2023,6,7,16,27,20,798
45.41980,0.05670,0.00437,0.00000,0.03233,0.97502,-0.18812,0.0,2023,6,7,16,27,20,809
45.41990,0.09170,0.12687,0.00000,0.03245,0.97807,-0.18593,0.0,2023,6,7,16,27,20,821
45.42000,0.03920,-0.10063,0.00000,0.03123,0.97746,-0.18532,0.0,2023,6,7,16,27,20,832
45.42010,-0.01330,0.24937,0.00000,0.03172,0.97698,-0.18910,0.0,2023,6,7,16,27,20,844
45.42020,0.00420,0.05687,0.00000,0.03050,0.97649,-0.18459,0.0,2023,6,7,16,27,20,855
45.42030,-0.25830,0.12687,0.00000,0.03099,0.97832,-0.18471,0.0,2023,6,7,16,27,20,867
45.42040,-0.20580,0.16187,0.00000,0.03013,0.97612,-0.18800,0.0,2023,6,7,16,27,20,878
45.42050,0.23170,-0.03063,0.00000,0.03123,0.97795,-0.18800,0.0,2023,6,7,16,27,20,890
