#2023/06/07 14:35:16
time,wx,wy,wz,ax,ay,az,yy,MM,dd,hh,mm,ss,ms
40.57390,-0.03640,-0.22015,0.00000,0.02989,0.97405,-0.19081,0.0,2023,6,7,14,35,17,248
40.57400,0.22610,0.11235,0.00000,0.03038,0.97722,-0.19154,0.0,2023,6,7,14,35,17,258
40.57410,-0.28140,-0.02765,0.00000,0.03184,0.97563,-0.18788,0.0,2023,6,7,14,35,17,268
40.57420,-0.28140,0.14735,0.00000,0.03135,0.97905,-0.19069,0.0,2023,6,7,14,35,17,278
40.57430,0.12110,-0.16765,0.00000,0.03160,0.97673,-0.19325,0.0,2023,6,7,14,35,17,288
40.57440,-0.19390,0.14735,0.00000,0.03392,0.97380,-0.18654,0.0,2023,6,7,14,35,17,298
40.57450,-0.00140,-0.06265,0.00000,0.03453,0.97551,-0.19276,0.0,2023,6,7,14,35,17,308
40.57460,0.31360,-0.09765,0.00000,0.02965,0.97673,-0.19105,0.0,2023,6,7,14,35,17,318
40.57470,-0.22890,0.09485,0.00000,0.03001,0.97600,-0.18715,0.0,2023,6,7,14,35,17,328
40.57480,0.05110,-0.11515,0.00000,0.03050,0.97344,-0.19154,0.0,2023,6,7,14,35,17,338
40.57490,0.01610,0.11235,0.00000,0.03013,0.97771,-0.19056,0.0,2023,6,7,14,35,17,348
40.57500,-0.07140,0.05985,0.00000,0.03209,0.97685,-0.19020,0.0,2023,6,7,14,35,17,358
40.57510,0.10360,-0.09765,0.00000,0.03306,0.97649,-0.19178,0.0,2023,6,7,14,35,17,368
40.57520,-0.10640,0.02485,0.00000,0.03343,0.97673,-0.18690,0.0,2023,6,7,14,35,17,378
40.57530,-0.17640,-0.04515,0.00000,0.03355,0.97661,-0.19044,0.0,2023,6,7,14,35,17,388
40.57540,0.05110,0.00735,0.00000,0.02928,0.97515,-0.19227,0.0,2023,6,7,14,35,17,398
40.57550,-0.12390,-0.23765,0.00000,0.03135,0.97685,-0.18715,0.0,2023,6,7,14,35,17,408
40.57560,0.06860,0.00735,0.00000,0.03148,0.97868,-0.19093,0.0,2023,6,7,14,35,17,418
40.57570,0.34860,-0.08015,0.00000,0.03111,0.97417,-0.19325,0.0,2023,6,7,14,35,17,428
40.57580,-0.08890,-0.08015,0.00000,0.03245,0.97527,-0.18971,0.0,2023,6,7,14,35,17,438
